trace_id;activity_ids
Application_655070165;4,5,6,6,6,6,6,7,8,7,7,7,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_1371172091;4,5,6,6,6,6,6,6,6,6,6,7,7,8,7,7,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_516901173;4,5,6,6,7,8,7,7,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_301900951;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,20,21,15
Application_1376063026;4,5,6,6,6,7,8,9,7,7,7,10,11,12,7,13,13,14,13,13,13,13,13,13,15,15,16,17,15,20,21,15
Application_685193659;4,5,6,6,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_369177730;4,5,6,6,7,8,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,20,21,15
Application_1873172053;4,5,6,6,6,7,7,8,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,15,17,22,23,15
Application_1624448035;4,8,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,18,18,19,18,18,18,18,15,15,16,15,20,21,15
Application_1489197399;4,5,6,6,7,8,7,7,7,9,7,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_1331678650;4,8,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,15,15,15,15,15,15,17,20,21,15
Application_257004713;4,5,6,6,7,8,7,7,7,7,7,9,10,11,10,11,24,24,10,11,10,11,12,12,7,13,13,14,13,13,13,13,13,25,24,24,13
Application_798120040;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,20,21,15
Application_953256994;4,5,6,6,7,8,7,7,7,9,10,11,12,7,13,13,14,13,13,13,10,11,12,13,15,15,16,17,15,15,18,18,19,18,18,18,18,15,15,16,15,15,15,20,21,15,24
Application_1264794338;4,8,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,20,21,15
Application_96864324;4,5,6,6,6,7,7,8,7,7,7,7,7,7,7,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,15,18,18,19,18,18,18,20,21,18
Application_412380803;4,5,6,6,6,7,7,8,7,9,10,11,12,7,13,13,14,13,13,15,15,16,15,18,18,19,18,18,18,18,18,18,18,17,18,15,15,16,15,20,21,15
Application_794561004;4,7,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,22,23,15
Application_1295607438;4,5,6,6,7,8,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_345022329;4,5,6,6,6,7,7,8,7,7,7,9,7,7,10,11,10,11,12,12,7,13,13,14,13,10,11,12,13,13,13,15,15,16,17,15,22,23,23,23,15
Application_54298626;4,5,6,6,7,8,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,22,23,27
Application_866528862;4,5,6,6,6,7,7,8,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,15,18,18,19,18,18,18,18,15,15,16,17,15,22,23,15
Application_1089971337;4,5,6,6,7,8,7,7,7,7,9,10,11,10,11,12,12,7,13,13,14,13,13,13,25,24,24,13
Application_1952090116;4,5,6,6,6,7,7,8,7,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_1642650691;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,18,18,18,15,15,16,15,20,21,15
Application_705838479;4,5,6,6,6,7,7,8,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,15,15,16,15,20,21,15
Application_524749093;4,8,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,20,21,15
Application_353955553;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_400564103;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,20,21,15
Application_1436725359;4,8,7,7,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,20,21,15
Application_1872163738;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,18,18,19,18,18,18,18,18,18,18,18,15,15,16,15,20,21,15
Application_2132100576;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,20,21,18
Application_2122927060;4,8,7,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,20,21,15
Application_1405740233;4,7,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,18,15,15,16,15,15,18,18,19,18,18,15,15,16,15,15,18,18,19,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,18,18,18,18,18,15,15,16,15,15,18,18,19,18,20,21,18
Application_186200182;4,5,6,6,7,8,7,7,7,7,7,9,10,11,10,11,12,12,7,13,13,14,13,13,13,25,24,24,13
Application_1609953137;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,18,18,19,18,18,18,18,15,15,16,15,15,18,18,19,18,22,23,18
Application_1268155620;4,5,6,6,6,7,7,8,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,22,23,15
Application_1729395534;4,5,6,6,7,8,7,7,7,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_2046266647;4,5,6,6,7,8,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,20,21,15
Application_1320832502;4,5,6,6,6,7,7,8,7,7,7,9,10,11,10,11,12,12,7,13,13,14,13,13,13,13,13,25,24,24,13
Application_727958068;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,18,18,19,18,18,18,18,15,15,16,15,15,15,15,15,18,18,19,18,18,18,20,21,18
Application_2094397461;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,20,21,15
Application_1837996624;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,25,24,13
