trace_id;activity_ids
case_800;4,4,4,5,5,5,6,5,5,6,6,4,6,4,5,6,6,4,6,4
case_801;6,5,4,4,5,4,6,6,5,5,6,4,4,5,6,5,4,6,4,4
case_802;6,4,6,6,5,4,6,5,4,4,4,6,5,4,4,6,6,6,6,6
case_803;6,4,4,6,4,5,4,4,6,4,5,5,4,5,4,4,6,6,4,4
case_804;4,4,6,4,4,6,5,6,5,4,5,6,5,6,6,5,6,5,5,4
case_805;6,5,4,4,5,4,5,5,5,5,6,6,6,5,5,6,6,5,5,4
case_806;4,6,6,5,4,5,4,6,6,6,6,5,6,6,6,5,6,5,5,4
case_807;6,5,5,5,5,5,5,6,5,6,6,6,6,4,4,5,6,5,6,4
case_808;6,6,5,6,6,5,5,6,5,4,5,4,4,4,5,6,4,4,5,4
case_809;4,6,4,5,6,4,6,6,6,4,5,4,5,4,4,4,6,5,6,4
case_810;6,4,5,4,4,6,5,4,4,5,4,5,6,5,6,4,5,6,4,4
case_811;4,4,5,5,6,4,4,4,4,4,6,4,6,5,6,5,4,4,4,6
case_812;4,6,5,5,4,6,4,5,5,6,6,6,4,4,5,6,6,6,4,4
case_813;6,4,5,6,4,5,6,4,6,6,6,4,6,4,6,6,4,4,5,4
case_814;6,4,5,4,6,5,5,6,5,5,4,5,4,6,6,4,4,4,5,4
case_815;4,6,6,4,4,5,4,4,4,5,6,6,4,6,5,5,5,5,4,4
case_816;4,6,6,4,5,4,6,6,5,4,4,5,5,6,5,4,4,5,4,6
case_817;4,5,5,4,5,6,6,4,6,5,5,6,6,5,6,5,4,6,4,6
case_818;6,6,6,4,4,6,4,6,6,5,5,4,5,6,6,6,5,5,4,6
case_819;4,5,4,5,4,4,6,5,5,5,6,4,4,4,4,4,4,5,4,4
case_820;4,4,5,6,4,6,4,6,4,6,6,5,4,6,6,4,6,5,4,4
case_821;4,5,4,6,4,6,5,4,5,4,5,5,6,6,4,5,6,5,6,4
case_822;4,5,6,5,4,5,5,4,5,6,6,4,5,4,5,5,5,5,5,4
case_823;4,4,6,4,5,4,6,4,6,6,6,5,6,6,4,5,4,5,6,4
case_824;4,4,4,5,6,6,6,5,5,4,6,6,6,6,5,5,6,4,5,4
case_825;6,5,4,6,4,6,5,5,6,6,4,6,5,6,4,5,5,4,5,4
case_826;6,5,6,6,6,5,6,5,4,4,6,6,4,6,5,5,5,5,4,4
case_827;6,4,4,6,5,4,5,6,5,4,4,6,4,5,6,5,4,4,5,4
case_828;6,5,6,5,5,4,6,5,5,5,5,6,6,4,4,5,4,4,4,6
case_829;6,6,6,5,6,4,4,5,5,4,6,4,4,4,4,4,4,4,4,6
case_830;4,5,5,6,4,6,6,4,6,6,5,6,5,5,5,6,5,6,4,6
case_831;4,6,4,5,4,6,5,5,5,4,5,4,4,4,5,4,6,6,4,4
case_832;6,6,4,4,6,5,4,5,5,5,6,5,4,4,5,4,4,6,5,4
case_833;6,4,6,4,4,4,6,6,5,6,5,5,6,5,6,5,6,6,5,4
case_834;4,5,5,4,5,5,6,4,5,4,5,6,6,6,4,4,4,4,6,6
case_835;4,6,6,6,6,4,4,6,4,5,5,6,6,4,6,4,4,4,5,4
case_836;6,6,5,6,4,5,5,6,5,5,4,5,4,4,5,5,6,5,6,4
case_837;6,5,6,4,5,5,6,5,5,4,4,5,5,6,6,5,5,4,6,6
case_838;6,6,4,6,4,5,6,5,6,5,6,5,4,5,6,6,5,6,6,4
case_839;6,5,5,4,5,5,6,6,6,6,6,6,6,4,5,6,4,5,6,4
case_840;6,5,6,5,4,4,5,6,5,6,6,6,4,4,4,4,5,5,4,4
case_841;4,6,6,6,6,4,5,6,4,4,6,5,5,4,6,4,4,5,4,4
case_842;4,6,5,5,5,5,6,6,5,5,4,4,5,5,6,4,6,4,5,4
case_843;6,6,4,4,4,4,6,5,5,4,5,6,5,6,6,6,5,6,4,6
case_844;6,4,6,5,4,6,6,5,5,6,5,4,4,6,6,6,4,4,4,6
case_845;4,6,5,6,4,6,6,5,6,5,5,5,4,5,6,6,6,6,6,4
case_846;6,6,6,4,4,4,5,6,5,5,6,4,4,5,6,5,6,5,6,4
case_847;6,5,5,5,5,6,4,6,4,4,5,5,6,4,6,4,5,4,5,4
case_848;6,5,6,4,5,6,6,6,6,6,6,4,4,6,4,5,4,5,5,4
case_849;4,4,4,6,5,4,5,6,5,4,6,4,6,4,5,6,5,6,6,4
case_850;4,4,6,6,5,5,4,5,4,6,4,4,6,4,6,6,4,4,4,4
case_851;4,5,5,4,6,4,5,6,4,5,6,5,4,4,5,4,4,4,4,6
case_852;6,5,4,6,6,4,6,5,6,4,5,5,6,6,4,6,6,5,5,4
case_853;4,4,6,4,6,4,6,6,4,4,4,6,5,5,6,4,6,5,6,4
case_854;6,6,5,6,6,5,5,5,4,5,6,4,6,5,4,4,6,6,6,4
case_855;4,6,6,4,4,5,5,6,5,5,6,6,6,6,6,5,4,4,5,4
case_856;6,5,4,6,4,5,6,4,4,4,5,5,6,5,4,5,4,4,4,6
case_857;4,4,5,5,6,6,4,5,6,4,4,4,4,6,6,5,6,5,5,4
case_858;6,5,5,5,6,4,6,4,5,5,5,5,4,6,5,6,4,4,4,4
case_859;6,4,4,6,6,5,5,4,5,4,4,4,6,6,6,4,6,6,6,6
case_860;6,5,5,4,6,5,5,5,4,4,6,4,4,5,5,4,5,6,6,4
case_861;4,5,5,5,6,5,4,4,5,6,4,4,6,4,5,5,6,5,6,4
case_862;6,6,6,6,4,5,6,5,6,6,6,5,6,4,5,6,4,6,6,4
case_863;4,6,4,5,6,6,4,6,4,4,4,5,4,5,4,4,6,5,6,4
case_864;4,5,4,5,4,6,6,6,4,4,4,5,5,6,6,4,4,6,5,4
case_865;4,6,6,5,5,6,4,6,5,6,5,4,6,5,6,5,4,4,6,4
case_866;4,5,5,6,5,6,6,4,5,6,5,4,5,6,6,6,5,4,5,4
case_867;4,6,6,6,5,6,6,5,6,4,4,6,4,5,5,4,5,6,5,4
case_868;4,4,5,6,5,5,5,4,4,4,4,4,6,5,6,6,6,6,6,4
case_869;4,5,6,6,5,5,6,5,5,5,6,5,6,5,4,4,4,5,6,4
case_870;4,5,6,5,4,5,6,4,6,6,4,4,6,5,5,6,4,6,5,4
case_871;6,4,6,5,5,4,4,6,5,4,4,6,4,6,4,4,5,5,4,4
case_872;6,5,4,6,4,5,5,5,6,4,4,6,4,6,6,4,5,5,6,4
case_873;6,4,6,6,5,5,4,6,6,4,5,5,4,5,5,5,5,6,6,4
case_874;4,6,5,5,6,6,5,5,5,4,4,5,6,5,4,6,6,6,5,4
case_875;4,4,5,4,4,4,4,6,5,6,5,4,4,5,6,4,4,6,6,4
case_876;6,5,4,4,4,4,4,4,5,4,4,6,4,4,5,5,5,5,6,4
case_877;6,5,6,4,6,4,4,4,5,4,6,5,6,6,6,5,5,4,5,4
case_878;6,6,5,6,6,6,6,5,5,6,5,6,6,5,5,5,4,6,5,4
case_879;6,6,6,6,5,6,5,5,5,5,6,6,5,6,5,5,5,4,4,6
case_880;4,6,4,5,6,4,4,4,6,6,6,4,4,4,6,5,5,4,4,4
case_881;4,5,5,6,4,5,6,4,4,4,5,5,6,5,4,4,4,6,4,6
case_882;6,4,5,4,6,5,4,5,6,5,6,4,5,6,4,4,4,6,4,6
case_883;6,4,5,4,5,5,5,5,5,5,5,5,5,5,6,6,6,4,6,6
case_884;6,5,6,4,6,4,4,4,6,6,4,4,4,6,5,4,6,4,5,4
case_885;6,4,6,6,6,4,6,6,6,4,5,4,6,5,6,4,4,5,4,6
case_886;4,6,5,5,4,4,6,6,5,4,4,5,4,4,5,4,6,6,5,4
case_887;4,6,4,5,6,5,5,6,6,4,6,5,4,6,5,6,4,5,5,4
case_888;6,6,5,6,4,6,5,5,6,4,6,6,5,6,6,5,5,6,6,4
case_889;4,5,4,5,4,4,6,6,6,6,6,4,4,6,6,4,4,6,6,4
case_890;4,6,5,5,6,5,5,4,6,4,5,5,5,5,6,6,6,5,4,6
case_891;4,4,4,6,5,4,6,6,5,6,6,6,4,6,6,5,5,4,4,6
case_892;4,6,6,4,4,5,6,4,4,4,6,6,5,4,5,6,4,5,4,4
case_893;6,4,4,4,5,4,6,6,5,6,6,6,6,5,6,4,5,6,4,6
case_894;4,6,6,6,4,5,6,6,6,4,6,4,6,4,6,5,6,6,6,4
case_895;4,4,5,5,4,5,4,4,4,6,6,5,4,6,4,6,6,4,5,4
case_896;4,5,4,4,6,5,6,6,5,5,5,6,5,5,6,4,6,5,5,4
case_897;4,6,4,5,5,5,6,4,4,5,4,4,6,5,6,5,4,4,5,4
case_898;6,6,6,5,5,4,5,6,5,4,5,4,4,4,6,6,6,5,5,4
case_899;4,6,5,6,4,4,6,6,4,5,6,5,5,4,4,6,5,6,4,6
case_900;4,4,4,4,5,5,5,5,6,5,6,6,4,5,4,4,6,4,4,6
case_901;6,6,5,5,5,4,6,6,5,5,6,5,6,5,4,5,5,5,5,4
case_902;4,5,5,5,5,6,5,4,4,6,5,4,6,6,5,4,4,6,5,4
case_903;6,5,4,6,5,5,5,5,5,6,4,4,6,6,4,5,4,6,4,4
case_904;6,6,5,5,5,4,5,4,5,4,5,5,6,5,5,6,4,5,5,4
case_905;4,5,4,4,6,4,5,6,4,5,4,5,6,5,4,4,4,4,5,4
case_906;4,5,6,4,5,5,6,6,4,4,6,5,4,6,4,5,4,6,6,4
case_907;4,4,5,6,4,4,5,4,6,4,6,5,4,5,5,6,5,6,5,4
