trace_id;activity_ids
Case 3608;4,5,6,7,7
Case 2748;4,5,6,7
Case 4284;4,4,5,6,5,6,7,7
Case 1534;4,5,6,7,7
Case 406;4,4,5,6,7
Case 4539;4,4,5,6,7
Case 2118;4,5,6,7
Case 3625;4,4,5,6,7
Case 1621;4,5,6,7
Case 390;4,5,6,7
Case 1941;4,5,6,7
Case 404;4,5,6,7
Case 791;4,5,6,7
Case 1485;4,5,6,7
Case 1000;4,4,5,6,7
Case 2915;4,4,5,6,7
Case 1768;4,5,6,7
Case 1006;4,5,6,7
Case 2742;4,5,5,6,7
Case 1223;4,5,6,5,6,7
Case 1703;4,5,6,7
Case 4505;4,5,6,7
Case 2441;4,4,5,6,7
Case 588;4,5,6,7
Case 1400;4,5,6,7
Case 1196;4,5,6,7
Case 1468;4,4,5,6,7
Case 189;4,4,5,6,7
Case 4378;4,4,5,9,5,6,7
Case 3806;4,5,9,5,6,6,7
Case 1030;4,4,5,11,6,7
Case 1798;4,5,11,6,7
Case 2088;4,5,11,6,7
Case 765;4,5,6,7
Case 2131;4,5,6,7
Case 1191;4,5,9,5,6,7
Case 81;4,5,9,9,5,6,7
Case 3918;4,5,6,7
Case 899;4,5,11,6,5,11,6,7
Case 1130;4,5,6,7
Case 3849;4,5,6,6,7
Case 360;4,5,6,7
Case 3238;4,5,9,5,6,7,7
Case 10;4,5,6,7
Case 864;4,5,9,5,6,7
Case 4290;4,5,6,7
Case 2817;4,5,6,7
Case 3168;4,5,6,7
Case 151;4,5,6,7
Case 1652;4,4,5,6,7
Case 166;4,5,6,7
Case 2933;4,5,6,7
Case 2635;4,5,6,7
Case 430;4,5,6,7
Case 1352;4,5,6,7
Case 2979;4,5,6,7
Case 3332;4,5,6,7
Case 2664;4,5,6,7
Case 1399;4,5,6,7
Case 3571;4,4,9,5,6,7
Case 2865;4,5,6,7
Case 2559;4,4,5,6,7
Case 2383;4,5,6,7
Case 3068;4,5,6,7
Case 1701;4,4,5,6,7
Case 4207;10,4,4,5,9,5,6,7
Case 4392;4,4,5,6,7
Case 707;4,5,6,7
Case 1328;4,5,9,5,6,7
Case 3185;4,5,11,6,7
Case 2502;4,5,6,7
Case 1257;4,5,6,7
Case 2006;4,5,6,7
Case 1907;4,5,6,5,9,5,6,7
Case 2369;4,5,6,7
Case 3482;4,4,5,9,5,6,7
Case 2004;4,5,6,6,7
Case 940;4,5,6,7
Case 599;10,4,5,6,7
Case 2387;5,6,6,6,7
Case 3876;4,5,6,7
Case 271;10,4,4,5,6,7
Case 846;10,4,5,6,7
Case 4108;4,5,6,7
Case 3130;4,4,5,6,7
Case 3389;4,5,6,7
Case 3004;4,4,5,6,6,7
Case 92;4,5,6,7
Case 3084;4,4,5,6,7
Case 2438;4,5,6,7
Case 2297;10,4,5,6,7
Case 2712;4,5,6,7
Case 2680;4,5,6,7
Case 3545;4,5,9,5,6,7
Case 3597;4,5,6,7
Case 4223;4,4,5,6,7
Case 953;4,5,6,7
Case 1245;4,5,9,5,6,5,9,5,11,6,5,6,7
Case 2321;4,5,6,7
Case 75;4,4,5,6,7
Case 1789;4,4,5,6,7,7
Case 3735;4,5,6,7
Case 127;4,5,6,7
Case 3724;4,5,6,7
Case 800;4,5,6,7
Case 4077;10,4,5,6,7
Case 709;4,4,5,6,6,7
Case 3187;4,4,5,6,6,7
Case 90;4,5,6,7
Case 2857;4,5,6,7
Case 4078;4,5,6,7
Case 2771;4,5,6,7
Case 2282;4,5,6,7
Case 3883;10,4,5,6,7
Case 3203;4,5,6,7
Case 2619;4,5,9,5,6,7
Case 2874;4,5,6,7
Case 1527;4,4,5,6,7
Case 4168;4,5,6,7
Case 2395;4,5,6,7
Case 2410;4,5,6,7
Case 2377;4,5,6,7
Case 4336;4,5,9,5,6,7
Case 1469;4,5,6,7
Case 1472;4,5,9,5,9,5,6,7
Case 609;4,4,5,6,7
Case 3746;4,5,6,7
Case 401;4,5,6,7
Case 2683;4,5,6,7
Case 259;4,4,5,6,7
Case 2815;4,5,6,7
Case 3149;4,5,6,7
Case 2072;10,4,5,6,7
Case 216;4,4,5,6,7
Case 616;4,5,6,7
Case 2804;4,5,6,7
Case 3041;4,5,6,7
Case 4577;4,5,6,7
Case 3457;4,5,9,5,6,7
Case 2570;4,5,6,7
Case 2292;4,5,9,5,6,7
Case 273;4,5,6,7
Case 1770;10,4,5,11,6,7
Case 2106;10,4,5,6,7
Case 351;4,5,6,7
Case 3261;4,5,6,7
Case 2001;4,5,9,5,6,7
Case 4507;10,4,5,6,7
Case 1277;4,5,6,7
Case 804;4,4,4,4,5,6,7
Case 4358;4,5,6,7
Case 2199;4,5,9,5,6,7
Case 276;10,4,5,6,7
Case 4496;10,4,5,6,7
Case 2033;4,9,5,6,7
