case:concept:name,concept:name,time:timestamp
case_0,c,2025-02-24 19:28:10.556766
case_0,b,2025-02-24 19:33:10.556766
case_0,a,2025-02-24 19:38:10.556766
case_0,c,2025-02-24 19:43:10.556766
case_0,b,2025-02-24 19:48:10.556766
case_0,b,2025-02-24 19:53:10.556766
case_0,a,2025-02-24 19:58:10.556766
case_0,b,2025-02-24 20:03:10.556766
case_0,b,2025-02-24 20:08:10.556766
case_0,c,2025-02-24 20:13:10.556766
case_0,a,2025-02-24 20:18:10.556766
case_0,c,2025-02-24 20:23:10.556766
case_0,c,2025-02-24 20:28:10.556766
case_0,a,2025-02-24 20:33:10.556766
case_0,c,2025-02-24 20:38:10.556766
case_0,b,2025-02-24 20:43:10.556766
case_0,b,2025-02-24 20:48:10.556766
case_0,c,2025-02-24 20:53:10.556766
case_0,b,2025-02-24 20:58:10.556766
case_0,a,2025-02-24 21:03:10.556766
case_1,a,2025-02-24 19:28:10.556805
case_1,c,2025-02-24 19:33:10.556805
case_1,a,2025-02-24 19:38:10.556805
case_1,b,2025-02-24 19:43:10.556805
case_1,c,2025-02-24 19:48:10.556805
case_1,a,2025-02-24 19:53:10.556805
case_1,b,2025-02-24 19:58:10.556805
case_1,c,2025-02-24 20:03:10.556805
case_1,c,2025-02-24 20:08:10.556805
case_1,b,2025-02-24 20:13:10.556805
case_1,b,2025-02-24 20:18:10.556805
case_1,a,2025-02-24 20:23:10.556805
case_1,c,2025-02-24 20:28:10.556805
case_1,b,2025-02-24 20:33:10.556805
case_1,c,2025-02-24 20:38:10.556805
case_1,c,2025-02-24 20:43:10.556805
case_1,c,2025-02-24 20:48:10.556805
case_1,c,2025-02-24 20:53:10.556805
case_1,b,2025-02-24 20:58:10.556805
case_1,a,2025-02-24 21:03:10.556805
case_2,c,2025-02-24 19:28:10.556837
case_2,b,2025-02-24 19:33:10.556837
case_2,b,2025-02-24 19:38:10.556837
case_2,b,2025-02-24 19:43:10.556837
case_2,a,2025-02-24 19:48:10.556837
case_2,b,2025-02-24 19:53:10.556837
case_2,c,2025-02-24 19:58:10.556837
case_2,b,2025-02-24 20:03:10.556837
case_2,a,2025-02-24 20:08:10.556837
case_2,b,2025-02-24 20:13:10.556837
case_2,c,2025-02-24 20:18:10.556837
case_2,a,2025-02-24 20:23:10.556837
case_2,b,2025-02-24 20:28:10.556837
case_2,a,2025-02-24 20:33:10.556837
case_2,b,2025-02-24 20:38:10.556837
case_2,a,2025-02-24 20:43:10.556837
case_2,b,2025-02-24 20:48:10.556837
case_2,b,2025-02-24 20:53:10.556837
case_2,b,2025-02-24 20:58:10.556837
case_2,a,2025-02-24 21:03:10.556837
case_3,b,2025-02-24 19:28:10.556866
case_3,c,2025-02-24 19:33:10.556866
case_3,b,2025-02-24 19:38:10.556866
case_3,b,2025-02-24 19:43:10.556866
case_3,a,2025-02-24 19:48:10.556866
case_3,c,2025-02-24 19:53:10.556866
case_3,c,2025-02-24 19:58:10.556866
case_3,a,2025-02-24 20:03:10.556866
case_3,b,2025-02-24 20:08:10.556866
case_3,a,2025-02-24 20:13:10.556866
