trace_id;activity_ids
case_800;6,5,5,5,5,6,5,5,6,6,6,4,4,4,4,6,6,4,4,5
case_801;6,6,4,4,5,6,6,4,4,4,4,5,4,4,5,6,5,5,5,4
case_802;6,4,6,6,4,5,5,4,4,5,4,6,5,6,5,5,4,6,5,5
case_803;5,6,4,5,6,6,5,4,5,4,6,4,4,4,4,4,5,6,6,5
case_804;6,5,4,5,5,5,6,5,6,4,6,5,5,6,5,6,6,5,5,4
case_805;4,6,4,5,4,6,6,6,5,4,4,4,6,6,4,4,6,4,5,5
case_806;5,6,5,5,5,4,4,4,6,6,4,6,4,4,6,5,6,6,4,5
case_807;6,4,5,4,4,4,5,5,4,4,6,5,5,4,6,6,6,5,4,4
case_808;5,6,4,5,6,6,4,4,5,5,4,6,6,4,5,4,5,4,6,5
case_809;5,4,4,4,4,5,6,6,6,5,6,4,4,6,5,4,4,6,6,5
case_810;5,5,6,6,4,5,4,6,5,4,4,6,6,5,4,4,5,4,6,5
case_811;4,5,5,5,5,5,6,6,4,5,4,5,5,6,4,6,6,4,5,5
case_812;6,6,6,6,6,6,4,5,6,6,4,4,4,6,4,6,6,4,4,5
case_813;6,5,4,4,6,6,4,6,5,4,5,4,4,4,4,4,4,5,6,5
case_814;6,6,5,4,4,4,5,5,4,6,6,6,6,4,4,6,5,4,5,5
case_815;4,4,4,5,5,4,6,4,4,4,5,6,5,6,4,6,6,4,4,5
case_816;4,5,6,5,6,5,4,4,6,4,6,4,4,4,5,5,5,6,6,5
case_817;6,4,6,5,5,6,6,5,4,5,4,4,4,4,5,6,6,4,6,5
case_818;4,6,5,4,6,4,6,5,6,4,5,4,5,5,6,4,4,6,6,5
case_819;6,6,5,4,4,4,5,4,4,6,4,5,4,6,4,4,4,5,5,4
case_820;6,5,4,6,5,4,5,5,6,4,6,6,4,4,4,6,4,4,5,5
case_821;6,6,5,5,4,5,5,4,6,6,6,5,4,6,4,6,6,4,4,5
case_822;6,6,4,4,4,5,5,4,6,4,4,6,5,5,6,6,6,5,6,5
case_823;4,6,6,6,4,4,5,4,4,6,6,6,4,5,6,5,4,6,4,5
case_824;6,6,5,5,5,5,5,5,5,6,5,6,6,6,5,6,5,5,5,4
case_825;6,4,6,6,5,4,5,5,4,4,5,4,6,5,4,5,6,5,5,5
case_826;5,6,4,6,6,5,4,4,5,6,4,5,6,5,5,5,4,4,5,4
case_827;5,4,4,6,6,4,5,6,4,4,6,4,6,6,6,4,4,6,4,5
case_828;4,4,5,5,5,5,5,4,6,4,6,4,4,5,6,5,6,6,5,5
