2,4,5,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,7,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,7,5,6,3
2,4,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,4,5,6,3
2,4,7,5,6,3
2,4,5,6,3
2,4,10,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,4,5,6,3
2,4,10,5,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,5,5,6,3
2,4,5,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,4,5,6,3
2,4,5,6,3
2,4,4,5,6,3
2,4,5,6,3
2,11,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,5,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,5,5,6,3
2,4,4,4,5,6,3
2,4,8,8,9,9,10,5,6,3
2,4,7,7,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,8,10,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,7,7,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,5,5,6,3
2,4,5,5,6,3
2,4,7,5,6,3
2,4,7,5,6,3
2,4,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,4,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,7,5,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,7,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,7,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,7,5,5,6,3
2,4,5,6,3
2,4,8,8,9,9,10,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,5,5,6,3
2,4,5,5,6,3
2,4,5,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,7,5,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,5,5,6,3
2,4,7,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
2,4,5,6,3
