case:concept:name,concept:name,time:timestamp
case_0,a,2025-02-24 19:28:10.683294
case_0,c,2025-02-24 19:33:10.683294
case_0,c,2025-02-24 19:38:10.683294
case_0,b,2025-02-24 19:43:10.683294
case_0,b,2025-02-24 19:48:10.683294
case_0,a,2025-02-24 19:53:10.683294
case_0,c,2025-02-24 19:58:10.683294
case_0,b,2025-02-24 20:03:10.683294
case_0,a,2025-02-24 20:08:10.683294
case_0,c,2025-02-24 20:13:10.683294
case_0,a,2025-02-24 20:18:10.683294
case_0,b,2025-02-24 20:23:10.683294
case_0,c,2025-02-24 20:28:10.683294
case_0,c,2025-02-24 20:33:10.683294
case_0,b,2025-02-24 20:38:10.683294
case_0,a,2025-02-24 20:43:10.683294
case_0,a,2025-02-24 20:48:10.683294
case_0,c,2025-02-24 20:53:10.683294
case_0,b,2025-02-24 20:58:10.683294
case_0,a,2025-02-24 21:03:10.683294
case_1,a,2025-02-24 19:28:10.683337
case_1,b,2025-02-24 19:33:10.683337
case_1,a,2025-02-24 19:38:10.683337
case_1,a,2025-02-24 19:43:10.683337
case_1,c,2025-02-24 19:48:10.683337
case_1,c,2025-02-24 19:53:10.683337
case_1,a,2025-02-24 19:58:10.683337
case_1,c,2025-02-24 20:03:10.683337
case_1,a,2025-02-24 20:08:10.683337
case_1,c,2025-02-24 20:13:10.683337
case_1,a,2025-02-24 20:18:10.683337
case_1,a,2025-02-24 20:23:10.683337
case_1,a,2025-02-24 20:28:10.683337
case_1,b,2025-02-24 20:33:10.683337
case_1,c,2025-02-24 20:38:10.683337
case_1,a,2025-02-24 20:43:10.683337
case_1,b,2025-02-24 20:48:10.683337
case_1,b,2025-02-24 20:53:10.683337
case_1,b,2025-02-24 20:58:10.683337
case_1,c,2025-02-24 21:03:10.683337
case_2,a,2025-02-24 19:28:10.683369
case_2,a,2025-02-24 19:33:10.683369
case_2,a,2025-02-24 19:38:10.683369
case_2,c,2025-02-24 19:43:10.683369
case_2,c,2025-02-24 19:48:10.683369
case_2,a,2025-02-24 19:53:10.683369
case_2,a,2025-02-24 19:58:10.683369
case_2,a,2025-02-24 20:03:10.683369
case_2,c,2025-02-24 20:08:10.683369
case_2,b,2025-02-24 20:13:10.683369
case_2,c,2025-02-24 20:18:10.683369
case_2,a,2025-02-24 20:23:10.683369
case_2,b,2025-02-24 20:28:10.683369
case_2,a,2025-02-24 20:33:10.683369
case_2,b,2025-02-24 20:38:10.683369
case_2,a,2025-02-24 20:43:10.683369
case_2,a,2025-02-24 20:48:10.683369
case_2,b,2025-02-24 20:53:10.683369
case_2,a,2025-02-24 20:58:10.683369
case_2,b,2025-02-24 21:03:10.683369
case_3,a,2025-02-24 19:28:10.683400
case_3,b,2025-02-24 19:33:10.683400
case_3,a,2025-02-24 19:38:10.683400
case_3,a,2025-02-24 19:43:10.683400
case_3,b,2025-02-24 19:48:10.683400
case_3,b,2025-02-24 19:53:10.683400
case_3,a,2025-02-24 19:58:10.683400
case_3,b,2025-02-24 20:03:10.683400
case_3,c,2025-02-24 20:08:10.683400
case_3,a,2025-02-24 20:13:10.683400
case_3,b,2025-02-24 20:18:10.683400
case_3,a,2025-02-24 20:23:10.683400
case_3,b,2025-02-24 20:28:10.683400
case_3,c,2025-02-24 20:33:10.683400
case_3,c,2025-02-24 20:38:10.683400
case_3,b,2025-02-24 20:43:10.683400
case_3,b,2025-02-24 20:48:10.683400
case_3,a,2025-02-24 20:53:10.683400
case_3,a,2025-02-24 20:58:10.683400
case_3,a,2025-02-24 21:03:10.683400
case_4,a,2025-02-24 19:28:10.683432
case_4,c,2025-02-24 19:33:10.683432
case_4,a,2025-02-24 19:38:10.683432
case_4,a,2025-02-24 19:43:10.683432
case_4,c,2025-02-24 19:48:10.683432
case_4,a,2025-02-24 19:53:10.683432
case_4,b,2025-02-24 19:58:10.683432
case_4,c,2025-02-24 20:03:10.683432
case_4,c,2025-02-24 20:08:10.683432
case_4,b,2025-02-24 20:13:10.683432
case_4,b,2025-02-24 20:18:10.683432
case_4,c,2025-02-24 20:23:10.683432
case_4,a,2025-02-24 20:28:10.683432
case_4,a,2025-02-24 20:33:10.683432
case_4,c,2025-02-24 20:38:10.683432
case_4,a,2025-02-24 20:43:10.683432
case_4,b,2025-02-24 20:48:10.683432
case_4,a,2025-02-24 20:53:10.683432
case_4,a,2025-02-24 20:58:10.683432
case_4,c,2025-02-24 21:03:10.683432
case_5,a,2025-02-24 19:28:10.683463
case_5,a,2025-02-24 19:33:10.683463
case_5,b,2025-02-24 19:38:10.683463
case_5,c,2025-02-24 19:43:10.683463
case_5,a,2025-02-24 19:48:10.683463
case_5,a,2025-02-24 19:53:10.683463
case_5,c,2025-02-24 19:58:10.683463
case_5,c,2025-02-24 20:03:10.683463
case_5,b,2025-02-24 20:08:10.683463
case_5,c,2025-02-24 20:13:10.683463
case_5,c,2025-02-24 20:18:10.683463
case_5,c,2025-02-24 20:23:10.683463
case_5,b,2025-02-24 20:28:10.683463
case_5,a,2025-02-24 20:33:10.683463
case_5,b,2025-02-24 20:38:10.683463
case_5,b,2025-02-24 20:43:10.683463
case_5,b,2025-02-24 20:48:10.683463
case_5,a,2025-02-24 20:53:10.683463
case_5,b,2025-02-24 20:58:10.683463
case_5,c,2025-02-24 21:03:10.683463
case_6,a,2025-02-24 19:28:10.683494
case_6,c,2025-02-24 19:33:10.683494
case_6,c,2025-02-24 19:38:10.683494
case_6,a,2025-02-24 19:43:10.683494
case_6,c,2025-02-24 19:48:10.683494
case_6,a,2025-02-24 19:53:10.683494
case_6,c,2025-02-24 19:58:10.683494
case_6,c,2025-02-24 20:03:10.683494
case_6,a,2025-02-24 20:08:10.683494
case_6,c,2025-02-24 20:13:10.683494
case_6,b,2025-02-24 20:18:10.683494
case_6,a,2025-02-24 20:23:10.683494
case_6,b,2025-02-24 20:28:10.683494
case_6,a,2025-02-24 20:33:10.683494
case_6,a,2025-02-24 20:38:10.683494
case_6,c,2025-02-24 20:43:10.683494
case_6,b,2025-02-24 20:48:10.683494
case_6,c,2025-02-24 20:53:10.683494
case_6,b,2025-02-24 20:58:10.683494
case_6,a,2025-02-24 21:03:10.683494
case_7,a,2025-02-24 19:28:10.683525
case_7,b,2025-02-24 19:33:10.683525
case_7,a,2025-02-24 19:38:10.683525
case_7,c,2025-02-24 19:43:10.683525
case_7,a,2025-02-24 19:48:10.683525
case_7,b,2025-02-24 19:53:10.683525
case_7,a,2025-02-24 19:58:10.683525
case_7,b,2025-02-24 20:03:10.683525
case_7,b,2025-02-24 20:08:10.683525
case_7,c,2025-02-24 20:13:10.683525
case_7,a,2025-02-24 20:18:10.683525
case_7,b,2025-02-24 20:23:10.683525
case_7,c,2025-02-24 20:28:10.683525
case_7,a,2025-02-24 20:33:10.683525
case_7,b,2025-02-24 20:38:10.683525
case_7,a,2025-02-24 20:43:10.683525
case_7,c,2025-02-24 20:48:10.683525
case_7,b,2025-02-24 20:53:10.683525
case_7,b,2025-02-24 20:58:10.683525
case_7,a,2025-02-24 21:03:10.683525
case_8,a,2025-02-24 19:28:10.683556
case_8,c,2025-02-24 19:33:10.683556
case_8,a,2025-02-24 19:38:10.683556
case_8,c,2025-02-24 19:43:10.683556
case_8,b,2025-02-24 19:48:10.683556
case_8,c,2025-02-24 19:53:10.683556
case_8,c,2025-02-24 19:58:10.683556
case_8,a,2025-02-24 20:03:10.683556
case_8,a,2025-02-24 20:08:10.683556
case_8,a,2025-02-24 20:13:10.683556
case_8,c,2025-02-24 20:18:10.683556
case_8,c,2025-02-24 20:23:10.683556
case_8,b,2025-02-24 20:28:10.683556
case_8,c,2025-02-24 20:33:10.683556
case_8,a,2025-02-24 20:38:10.683556
case_8,b,2025-02-24 20:43:10.683556
case_8,c,2025-02-24 20:48:10.683556
case_8,b,2025-02-24 20:53:10.683556
case_8,a,2025-02-24 20:58:10.683556
case_8,c,2025-02-24 21:03:10.683556
case_9,a,2025-02-24 19:28:10.683586
case_9,b,2025-02-24 19:33:10.683586
case_9,c,2025-02-24 19:38:10.683586
case_9,c,2025-02-24 19:43:10.683586
case_9,b,2025-02-24 19:48:10.683586
case_9,a,2025-02-24 19:53:10.683586
case_9,a,2025-02-24 19:58:10.683586
case_9,a,2025-02-24 20:03:10.683586
case_9,a,2025-02-24 20:08:10.683586
case_9,a,2025-02-24 20:13:10.683586
case_9,c,2025-02-24 20:18:10.683586
case_9,b,2025-02-24 20:23:10.683586
case_9,a,2025-02-24 20:28:10.683586
case_9,b,2025-02-24 20:33:10.683586
case_9,b,2025-02-24 20:38:10.683586
case_9,b,2025-02-24 20:43:10.683586
