epoch,train_loss,train_accuracy,"train_ChainResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=4, count=1))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=10, count=1))","train_AlternateResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=10, b=5))","train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))","train_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=10, b=4))","train_InitConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=10))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))",val_loss,val_accuracy,"val_ChainResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=4, count=1))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=10, count=1))","val_AlternateResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=10, b=5))","val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))","val_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=10, b=4))","val_InitConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=10))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))"
101,0.5371839698228695,0.5263158082962036,inf,inf,inf,0.0007759451350092372,inf,inf,inf,inf,inf,0.3267203052046484,0.5229007601737976,inf,inf,inf,0.0009270721468432196,inf,inf,inf,inf,inf
102,0.5960216155866347,0.5338345766067505,inf,inf,inf,0.0010828744797479538,inf,inf,inf,inf,inf,0.3237869567398367,0.5229007601737976,inf,0.82237276537665,inf,0.0006410828952131601,inf,inf,inf,inf,0.4219798384041622
103,0.5502771392134038,0.5291353464126587,inf,inf,inf,0.0012299890642042284,inf,inf,inf,inf,inf,0.3394029198278641,0.5229007601737976,inf,inf,inf,0.0008370999632210567,inf,inf,inf,inf,0.335151088648829
104,0.5654316515020736,0.4868420958518982,inf,inf,inf,0.0010235299279679469,inf,inf,inf,inf,inf,0.38667830368825074,0.4656488597393036,inf,0.3674380861479661,inf,0.0015948969742347453,inf,inf,inf,inf,0.28736742611589106
105,0.5834172046330084,0.4285714328289032,inf,inf,inf,0.001080484101266572,inf,inf,inf,inf,inf,0.42272059304703924,0.27099236845970154,inf,0.29522839907942144,inf,0.0016212586698860958,inf,inf,inf,inf,0.2657234339878477
106,0.607414373136186,0.38721805810928345,inf,inf,inf,0.0015063461287197096,inf,inf,inf,inf,inf,0.43255167557247753,0.3206106722354889,inf,0.2610414521447543,inf,0.0014660892815425478,inf,inf,inf,inf,0.2671746878788389
107,0.5792709159789793,0.384398490190506,inf,inf,inf,0.0015315276719791032,inf,inf,inf,inf,inf,0.44359564896801423,0.31679388880729675,inf,0.24693836014846277,inf,0.001404515628156991,inf,inf,inf,inf,0.2579657373757198
108,0.6514584404452668,0.3947368562221527,inf,inf,inf,0.002523142538029394,inf,inf,inf,inf,inf,0.4540137531043127,0.2633587718009949,inf,inf,inf,0.0022582720065939016,inf,inf,inf,inf,0.2912455016169055
109,0.6645179420580596,0.37124061584472656,inf,inf,inf,0.004472271188513025,inf,inf,inf,inf,inf,0.46397424168114004,0.4007633626461029,inf,0.23890499410958127,inf,0.0029538253258014546,inf,inf,inf,inf,0.30924752662921773
110,0.6286501052156414,0.375,inf,inf,inf,0.008037429867368755,inf,inf,inf,inf,inf,0.48633070675463513,0.2633587718009949,inf,0.14722560191976614,inf,0.008944889594768655,inf,inf,inf,inf,0.3626131682560362
111,0.6934840559830397,0.3684210479259491,inf,inf,inf,0.021245273160728027,inf,inf,inf,inf,inf,0.48292948337721414,0.4122137427330017,inf,0.15247819341462235,inf,0.026972351403071963,inf,inf,inf,inf,0.4316481721812281
112,0.6437218959455366,0.3618420958518982,inf,inf,inf,0.02720378694080171,inf,inf,inf,inf,0.6173124437208299,0.49756046936943615,0.2633587718009949,inf,0.14854050093683704,0.972082598456021,0.013454059074664938,inf,inf,inf,inf,0.4052837634908742
113,0.6408085041231923,0.37593984603881836,inf,inf,inf,0.03008227843742866,inf,inf,inf,inf,0.6397029042760015,0.4848139070231339,0.3320610821247101,inf,0.2065377399839204,0.8077157119224811,0.02012448475278657,inf,inf,inf,inf,0.5118344405601765
114,0.629984443128367,0.3524436056613922,inf,inf,inf,0.03148461936356185,inf,inf,inf,inf,0.594249845067144,0.5094855692366074,0.3320610821247101,inf,0.19114463904808307,0.7648288134870858,0.014073018370003536,inf,inf,inf,inf,0.35362672805786133
115,0.6957349791090726,0.35150375962257385,inf,inf,inf,0.04299283182466185,inf,inf,inf,inf,0.6353152489765382,0.5198641684034775,0.3206106722354889,inf,0.24377724220012797,0.7599266644181877,0.016381635748106856,0.8824234337642275,inf,inf,inf,0.42293660394076643
116,0.6907837184799182,0.34304511547088623,inf,inf,inf,0.03737604824495522,inf,inf,inf,inf,0.5621576598196318,0.5388696257924211,0.3091602921485901,inf,0.20235046847113247,0.6933038645777209,0.03470445912459801,inf,inf,inf,inf,0.4419121577821929
117,0.6721659093063115,0.33176690340042114,inf,inf,inf,0.07766506527409409,inf,inf,inf,inf,inf,0.540889834535533,0.3091602921485901,inf,0.2267263182278337,0.6699198689954035,0.04716367557131011,inf,inf,inf,inf,0.39354021795864763
118,0.749782040844232,0.3280075192451477,inf,inf,inf,inf,0.670952388218471,inf,inf,inf,0.7250143728214941,0.5537369438800318,0.2977099120616913,inf,0.18254086889069657,0.6505556106567383,0.1464502400365369,0.8015619804119242,inf,inf,inf,0.44813248206829204
119,0.6913263040445584,0.3458646535873413,inf,inf,inf,inf,inf,inf,inf,inf,0.6162271953764415,0.5432122141636652,0.2977099120616913,inf,0.21143074693350955,0.5371306024748703,0.15301089451230807,0.5596753482160897,inf,inf,inf,0.4479690091363315
120,0.6924789794337698,0.34304511547088623,inf,inf,inf,inf,inf,inf,inf,inf,0.5768913252529128,0.5415195200977654,0.29389312863349915,inf,0.27804870441042145,0.4752971550513958,0.19332235434959674,inf,inf,inf,inf,0.35613620692285997
121,0.7113643098961223,0.34022557735443115,inf,inf,inf,inf,inf,inf,inf,inf,0.6292123711986459,0.5362482893055883,0.3091602921485901,inf,0.21777273868692332,0.506362405316583,inf,0.5654770094772865,inf,inf,1.3882042457317483,0.4247245953000825
122,0.6681357840825985,0.34492480754852295,inf,inf,inf,inf,inf,inf,inf,inf,0.573109110712489,0.5401878228475308,0.30534350872039795,inf,0.23201256784899482,0.36570195494026975,inf,0.65403701519144,inf,inf,1.050808281734072,0.48068043281292094
123,0.6472661468760792,0.34680449962615967,inf,inf,inf,inf,inf,inf,inf,inf,0.49578245996912834,0.5531125418071089,0.3893129825592041,inf,0.20426249504089355,0.36809137771869527,inf,0.5922049160661369,inf,inf,inf,0.46638899836046943
124,0.6870783113297962,0.3458646535873413,inf,inf,inf,inf,0.4972322761238395,inf,inf,inf,0.6126930723974715,0.5683999626800932,0.3664122223854065,inf,0.21132221715203647,0.27858346084068564,inf,0.511079114058922,inf,inf,0.9851989088387325,0.5041813357123013
125,0.7116611922458137,0.3251879811286926,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.5716345772661012,0.3664122223854065,inf,0.19630445283034753,0.26885240653465536,inf,0.5290505310584759,inf,inf,1.038579776369292,0.46195768487864525
126,0.7157577711008328,0.3148496150970459,inf,inf,inf,inf,0.3772224182690377,inf,inf,inf,0.650878703955448,0.5828259381754645,0.22900763154029846,inf,0.1931340447787581,0.22560264324319773,inf,0.4487826906401536,inf,inf,0.8963137330680058,0.504114216771619
127,0.7129433582097421,0.2744360864162445,inf,inf,0.47973375403003776,inf,0.3312817094645975,inf,inf,inf,0.5847031812131147,0.5879762480998861,0.22900763154029846,inf,0.2539821328787968,0.21039718595044365,inf,0.24395931178125843,inf,inf,1.0326167797220165,0.47791818092609273
128,0.748320405359392,0.26409775018692017,inf,inf,inf,inf,0.3058669391648594,inf,inf,inf,inf,0.5832438561423071,0.2328244298696518,inf,0.2217351321516366,0.2576242973064554,inf,0.1879087727645348,0.44552003926244277,inf,0.7346748483592066,0.45624578410181504
129,0.6472778085506323,0.27067670226097107,inf,inf,inf,inf,0.22668644772979604,inf,inf,inf,0.4867514903411205,0.5761410727583128,0.24045801162719727,inf,0.2665713244471057,0.2379568280844853,inf,0.22262225479915224,0.6495447487666689,inf,0.7672210890671303,0.4593213673295646
130,0.671985235049095,0.28195488452911377,inf,inf,inf,inf,0.21267690596642433,inf,inf,inf,0.5548179139306535,0.5663308439583614,0.24809160828590393,inf,0.26338688258467047,0.25707843385893725,inf,0.18059826719349828,inf,inf,0.8134889931514345,0.4474635781912968
131,0.6651813638158691,0.3120300769805908,inf,0.47151674336685245,inf,inf,0.2661598492494393,inf,inf,inf,0.5299513598025103,0.5597048391555918,0.24809160828590393,inf,0.26173392657575933,0.27463825817765863,inf,0.18552585305838748,0.45265885057120486,inf,inf,0.4644998024249899
132,0.7490355983957068,0.298872172832489,inf,inf,inf,inf,0.18716831434340703,inf,inf,inf,0.6455898904181147,0.5644379967245562,0.24809160828590393,inf,0.2732390370862237,0.2594370677553374,inf,0.16847312039342419,0.4125378707359577,inf,0.6970443725585938,0.4226810521092908
133,0.6832466120327706,0.2904135286808014,inf,0.43701546119921136,0.3375852737591896,inf,0.20091961782215995,inf,inf,inf,inf,0.5621929631151003,0.24809160828590393,inf,0.23786187994069066,0.2621632280020878,inf,0.17540686706016803,0.40783763753956764,inf,inf,0.4156876432484594
134,0.685026549415671,0.2810150384902954,inf,0.3754238318571281,0.31828937076386954,inf,0.21933883299559226,inf,inf,inf,0.5364481814495929,0.561615533869842,0.24809160828590393,inf,0.2504806025274869,0.2501705926040123,inf,0.17806652496600972,0.43275663770478345,inf,0.6443924903869629,0.4439977448562096
135,0.6828282619967605,0.2650375962257385,inf,0.3235606383451652,0.2488785842796425,inf,0.20160084162955677,0.4754080297626974,inf,0.6651513483617213,0.5220273624766957,0.5631489404316606,0.24809160828590393,inf,0.2815907412561877,0.24984742855203562,inf,0.18096654168490706,0.45653514204354123,inf,inf,0.39970440700136384
136,0.7013693753775064,0.31109023094177246,inf,inf,inf,inf,0.19829760382185765,inf,inf,inf,0.6344850218141234,0.5567850994652715,0.25190839171409607,inf,0.2758294549481622,0.25543621490741597,inf,0.190908826630691,0.40243099475729055,inf,0.7119189952981884,0.39647021786919956
137,0.6644611319938263,0.3214285671710968,inf,0.4139216844137613,0.33833706017696497,inf,0.2274229144637203,inf,inf,0.8189817899233335,0.5237459290079224,0.5398296939915624,0.4885496199131012,inf,0.2783126502201475,0.25063924131722287,inf,0.20408104205953664,inf,inf,inf,0.3971026025969407
138,0.6879187288222375,0.3458646535873413,inf,inf,0.31685151888694596,inf,0.2050600733075823,inf,inf,inf,inf,0.5431425324801741,0.48473283648490906,inf,0.2843853605204615,0.24850947281409955,inf,0.18420910013133082,inf,inf,0.7085720588421,0.38928433122306033
139,0.6638645653600816,0.3524436056613922,inf,0.36370151073901685,0.262664439874294,inf,0.20403668581149279,inf,inf,0.8184051183395056,0.5342974518284653,0.541048953245426,0.4885496199131012,inf,0.3005556895815093,0.263975242088581,inf,0.14989215752174115,inf,inf,0.6477446720517915,0.40788805073705214
140,0.7104329505524078,0.35338345170021057,inf,0.39325574775794886,0.2989474612397033,inf,0.21392718434849858,inf,inf,inf,0.5551326966388918,0.5448152690098204,0.4885496199131012,inf,0.27785078410444586,0.25476063531020593,inf,0.16187255958030963,0.44238202325228987,inf,0.6879752093348009,0.34951599713029535
141,0.7118342864565003,0.34210526943206787,inf,0.4435516023016595,0.34014037986854456,inf,0.22039702031519506,inf,inf,inf,0.5761014269543933,0.5322170822784819,0.6335877776145935,inf,0.2537423002308813,0.23671788182751885,inf,0.17038050191155796,0.40146898401194603,inf,0.7125810097003805,0.38608473744885674
142,0.6815008490116565,0.37593984603881836,inf,inf,inf,inf,0.24617482470227525,0.5100943784177046,inf,inf,inf,0.5421460897758089,0.4885496199131012,inf,0.2837383089394405,0.21886783632738838,inf,0.1610953478977598,0.4178277212997963,inf,0.7266082270392056,0.3551440403379243
143,0.6846024231477217,0.3411654233932495,inf,0.3918188640049526,0.30835840093108996,inf,0.2130938536160952,inf,inf,inf,0.5027921251404337,0.5448713528698889,0.4885496199131012,inf,0.27949688352387525,0.21296820969417177,inf,0.19782309696592135,0.4066618064354206,inf,0.7622226517775963,0.3855601508041908
144,0.7191401082715947,0.3392857015132904,inf,inf,0.2729628488614962,inf,0.20570672745312446,inf,inf,inf,0.5818875837119627,0.5380980290215591,0.49618321657180786,inf,0.26745488725859545,0.2568435175665494,inf,0.18665147649830785,0.47240252330385407,inf,0.7102108988268622,0.3618855805232607
145,0.65491946409275,0.3796992599964142,inf,0.37143182135247566,0.2623933527892802,inf,0.21730250610417617,inf,inf,0.7649329585946484,0.46836317153204055,0.5316002810823506,0.6335877776145935,inf,0.2446439183991531,0.23461672355388774,inf,0.22490320534541688,0.5462487977126549,inf,inf,0.3406131349760911
146,0.68370489305232,0.37406015396118164,inf,0.326392667118089,0.2425015788057666,inf,0.2109208024425424,inf,inf,0.6893212083098176,0.48219352986389424,0.5295953627290397,0.6412213444709778,inf,0.2778126371317896,0.23000713874553813,inf,0.21194987461484713,0.43015848357101966,inf,0.6794911088614628,0.3503108764516896
147,0.6550645934038865,0.4285714328289032,inf,0.3575426489759833,inf,inf,0.19931945862708153,inf,inf,0.642903402254179,0.49095193441812096,0.5178272477511702,0.6450381875038147,inf,0.30167946322210903,0.24073213544385186,inf,0.20957105735252643,0.3825539391616295,inf,inf,0.3294420900015995
148,0.6358420807561833,0.4191729426383972,inf,0.36097186158745836,0.2663429743283755,inf,0.24018304482166902,inf,inf,inf,0.41290340588722396,0.5216570722645727,0.6450381875038147,inf,0.26263470485292634,0.23582152662606076,inf,0.1909735942709035,0.4010142457896265,inf,0.6555050488176017,0.32223542805375727
149,0.6150042448208962,0.4266917407512665,inf,0.3302050607028978,0.21327676814355892,inf,0.22787332121944015,inf,inf,0.6708841323852539,0.4281978999381458,0.5236008938016563,0.6450381875038147,inf,0.24587692885563292,0.21834330723203463,inf,0.17318574313459725,0.36538949506036167,inf,inf,0.3127486376926817
150,0.6413896757286864,0.4135338366031647,inf,0.3983209494388465,0.2764672510551684,inf,0.21767854587340252,0.4718339267747227,inf,inf,0.41581417471815496,0.5273668673531763,0.6412213444709778,inf,0.27326973553361567,0.2718952277611042,inf,0.21561282256553913,0.527990094546614,inf,0.6975926366345636,0.3139951229095459
151,0.6709962665260613,0.3909774422645569,inf,0.38373020510652883,0.27684570906998274,inf,0.21291475688224232,0.4630796362311293,inf,0.6649302445448838,0.4914495047036703,0.5288407946455067,0.5,inf,0.2667120736220787,0.2464967842759757,inf,0.20296221765978584,0.39193824241901265,inf,0.683221093539534,0.3210823453705886
152,0.6936915245923129,0.38909775018692017,inf,0.41419218732165053,0.2885087909120502,inf,0.20683814540053858,0.42976440702165875,inf,0.7035783214486523,0.47968885083219187,0.5283564473020619,0.5,inf,0.2796607181943696,0.2423740584274818,inf,0.199593815310248,0.3962189246868265,inf,inf,0.32685610343670024
153,0.6504723310986639,0.39849624037742615,inf,0.3630318703589501,0.2682364657843784,inf,0.22646655045546493,0.3897006893570805,inf,0.6384068237238633,0.3829078550462599,0.5260359059120047,0.6450381875038147,inf,0.2814299813632307,0.20805011124446474,inf,0.20084805324159818,0.3560885725350216,inf,0.5962970667871935,0.2752051517881196
154,0.6470598266238258,0.45206767320632935,inf,0.35715791157313753,0.2407504603976295,inf,0.22558820918524936,0.46532937458583284,inf,0.6553144289817645,inf,0.5233192957680801,0.6450381875038147,inf,0.2575432103255699,0.2521532979504815,inf,0.20468378067016602,0.3620071904412631,inf,0.7010227565107674,0.29685786674762593
155,0.6749796712553346,0.43609023094177246,inf,inf,0.3193365691544174,inf,0.22285024944321935,inf,inf,0.7260067473242293,0.4531584611702791,0.5260023937143129,0.6450381875038147,inf,0.2811228817906873,0.20745273294119998,inf,0.2292216892900138,inf,inf,0.6310085428172144,0.2995388672269624
156,0.6480663939987942,0.41635337471961975,inf,0.3184095399204271,0.2480588537273985,inf,0.24889449949388381,0.5320088275067218,inf,inf,0.37209113851770176,0.5209625116710005,0.6450381875038147,inf,0.27667916232141954,0.19972346568929739,inf,0.23975142939337368,0.37863198642073004,inf,0.6104593276977539,0.24392506994050125
157,0.6518360376358032,0.42951127886772156,inf,0.3589287361541352,0.24951181576881573,inf,0.2392956828658199,inf,inf,0.7166064250004756,0.37159048220811985,0.5262677607865169,0.6450381875038147,inf,0.2624490261077881,0.205062093405888,inf,0.20698627932318325,0.37965578868471345,inf,0.7128693153118265,0.24964860389972554
158,0.6059530679281656,0.41823309659957886,inf,0.3150987253560648,0.2307603121835948,inf,0.23616972733369637,0.41195067285975334,inf,0.671495024776046,0.30772362952624566,0.5307263053696731,0.5076335668563843,inf,0.24258306108672043,0.20124642602328596,inf,0.2102294214840593,0.3211390889924148,inf,inf,0.271197902745214
159,0.6682242193779389,0.3834586441516876,inf,0.3898969769993902,0.24923286809549702,inf,0.23846717004652146,inf,inf,0.6922847615692006,0.3888176240962305,0.5334924778033947,0.5076335668563843,inf,0.2796465117355873,0.20520437996962976,inf,0.21917411376690044,0.4205381952483079,inf,0.6865830585874361,0.24123619342672414
160,0.6190273911405951,0.39567670226097107,inf,0.32741197156699703,0.21795277678089225,inf,0.2536948552895418,0.37812239370304784,inf,0.6454143978300548,0.31260293696349833,0.5271576704650089,0.6450381875038147,inf,0.3018813790946171,0.2067140299698402,inf,0.2164867253139101,0.34892933944175986,inf,0.5617864049714187,0.2408820760661158
161,0.6671682322696174,0.4022556245326996,inf,0.37120352575789284,0.26448036169076894,inf,0.23121192857816622,inf,inf,0.68227464502508,0.3594149449170926,0.525546474703427,0.5114504098892212,inf,0.2749820413260624,0.20017064850905847,inf,0.22386631472357388,0.41745596918566474,inf,0.6020768264244343,0.23766071220924115
162,0.6372782667993984,0.40037593245506287,inf,0.36129283492183273,0.24285647363373727,inf,0.2343871985679065,0.34673194142131064,inf,0.6157960437593006,0.3533710710930102,0.5199749593077034,0.6450381875038147,inf,0.29997084880697317,0.20817511657188678,inf,0.2115185178559402,0.2867550027781519,inf,0.6191333902293238,0.24069198246659904
163,0.6374208287243203,0.4351503849029541,inf,0.359288502565194,0.2508060498671098,inf,0.2701913608617081,inf,inf,0.7404406411307198,0.3012061562889066,0.5188104150624111,0.6603053212165833,inf,0.2808300544475687,0.18743626824740706,inf,0.2370550961330019,0.34150205809494544,inf,0.6853165462099272,0.21622558297782107
164,0.6310315929449998,0.42293232679367065,inf,0.35363099688575383,0.24904325307705702,inf,0.25680490386434446,inf,inf,0.7043433086180584,0.2830186798459008,0.5281134535526407,0.6564885377883911,inf,0.27032020174223803,0.17589011685601597,inf,0.22360445713174754,0.35623404075359477,inf,0.6161309932840282,0.22944834314543625
165,0.6195838675870524,0.423872172832489,inf,0.32557828085763113,0.21724352279266754,inf,0.27059006897402016,0.5097415189206342,inf,0.6043538634395187,0.24773543428032946,0.5187621897664564,0.43893128633499146,inf,0.2868723622683821,0.21803059249088683,inf,0.29988509211046943,0.69693765969112,inf,0.6497846800705482,0.186667302559162
166,0.6036306191316415,0.44078946113586426,inf,0.30201562039263835,0.19048274853528835,inf,0.3601808692469741,inf,inf,inf,0.23502425404338093,0.5131074313459725,0.43893128633499146,inf,0.2862925200626768,0.2100849151611328,inf,0.3360626122047161,inf,inf,0.641603108110099,0.20668061026211443
167,0.6339714225236471,0.43233081698417664,inf,0.3790622768980084,0.25067659683557814,inf,0.3507497702842151,inf,inf,inf,0.25456207448785956,0.5109506249427795,0.43893128633499146,inf,0.26377513490874194,0.19192643001161772,inf,0.35401724124776907,inf,inf,0.715406319190716,0.19588727786623197
168,0.607329472576901,0.4577067792415619,inf,0.3626140330260966,0.2489089263982071,inf,0.3352195070935534,inf,inf,inf,0.22457486520081887,0.5105015224423902,0.4312977194786072,inf,0.2799500185867836,0.21213737027398472,inf,0.2957672743961729,inf,inf,0.6525135697989628,0.16168975419011608
169,0.6010390878755809,0.46522557735443115,inf,0.3636070453759396,0.22427191672387062,inf,0.41829669733584185,inf,inf,0.671813675851533,0.22247375554336615,0.5247525737203401,0.43893128633499146,inf,0.2753267041568098,0.19862386275982036,inf,0.4252726785067854,0.5231514634757206,inf,0.6145879646827435,0.1752107760001873
170,0.6314816118834855,0.41165414452552795,inf,0.37669122786748976,0.24655534385086655,inf,0.4936052452434193,inf,inf,0.6663353948882131,0.24660811795816792,0.5322788542714613,0.4312977194786072,inf,0.27626335209813613,0.19383644235545192,inf,0.41012047077047414,inf,inf,0.5854757736469137,0.1888768714049767
171,0.6679808680629318,0.3834586441516876,inf,0.3994773889516855,0.2832564791559657,inf,0.3611727462702499,inf,inf,0.6746497422585755,0.2885800914846974,0.5313031036278297,0.4312977194786072,inf,0.2623287973732784,0.16445969302078772,inf,0.6060813048790241,inf,inf,0.5735597939326845,0.16085473011279927
172,0.649348098478276,0.39661654829978943,inf,0.3972720109023057,0.26419836411744485,inf,0.4711396962533265,inf,inf,0.6525171288164147,0.2473116395793436,0.5358234890576067,0.4236641228199005,inf,0.27483326813270303,0.20769948794923979,inf,0.37240671289378197,inf,inf,0.6090483994319521,0.1725279216108651
173,0.6710995234452285,0.3731203079223633,inf,0.4013966378711519,0.26179780588521584,0.5619894838952398,0.4471395356314523,inf,inf,0.7138257625299099,0.2810368826895049,0.548143222414214,0.4236641228199005,inf,0.2833541097312138,0.18708689459438982,0.30659935392182447,0.38622675270869816,inf,inf,0.5737491640551337,0.17539358139038086
174,0.635522782544553,0.3552631437778473,inf,0.3503706630690273,0.21826073204800164,0.4644723743587345,inf,inf,inf,0.6861399200571564,0.23775234676542736,0.5546531471712836,0.4236641228199005,inf,0.26443430473064555,0.2014854200955095,0.3576996573086443,0.367600967144144,inf,inf,0.5972230352204422,0.1647780599265263
175,0.685708498541927,0.3618420958518982,inf,0.4093531199863979,0.27650449699137636,inf,0.49227745914872073,inf,inf,0.6695651388787603,0.3194856963632427,0.5507276880330053,0.4236641228199005,inf,0.28289734084030677,0.19294072019642797,0.2628870174802583,0.40256737018453664,inf,inf,0.6276139062026451,0.18257426804509655
176,0.6652420145092588,0.37875938415527344,inf,0.4058584754085128,0.2643621019470743,0.30337984530956713,0.4497456695094253,inf,inf,0.6972456762801001,0.29158888441143616,0.5601642953938452,0.4236641228199005,0.3483735364058922,0.26802163288511077,0.17915274356973582,0.30627372347075366,0.3629526763126768,inf,inf,0.7404622867189604,0.17244172507318958
177,0.6589215529429449,0.32424813508987427,inf,0.369914942489558,0.23897408613394866,0.34359611783708843,0.5014948679771258,inf,inf,0.7017417965513287,0.27293850745989645,0.5697939190371283,0.28244274854660034,0.42398513596633386,0.27093442555131586,0.232875133382863,0.3014151145671976,0.3550382975874276,inf,inf,0.5787492291680698,0.19523378898357524
178,0.7018546227252844,0.30451127886772156,inf,0.4253957034189464,0.2968654353897293,0.4668638644280372,0.4561850436322101,inf,inf,0.7219676599874125,0.30793163580295846,0.5684783705349626,0.290076345205307,0.2207223135849525,0.28083832510586443,0.19152663493978567,0.1920161740533237,0.34188513920224944,0.4227854136762948,inf,0.5738315911128603,0.16868672699763856
179,0.6785138107481457,0.3345864713191986,inf,0.38224136055289926,0.2553506970921636,0.2667135263418222,0.5288626332303662,0.44266721799776154,inf,0.6838562664015468,0.2696298665298528,0.5621196195997041,0.4236641228199005,0.24159991330113903,0.27244183112835063,0.17867917439033246,0.16105387950765676,0.4905390903867524,0.3610393261087352,inf,0.6664398456441945,0.15059963588056893
