trace_id;activity_ids
case_400;6,4,6,5,5,6,5,5,4,6,4,6,5,6,6,6,6,5,5,5
case_401;6,4,5,6,4,5,6,4,5,5,5,4,5,5,5,6,6,6,5,5
case_402;5,5,6,5,4,5,4,6,4,5,5,6,4,6,5,5,4,5,5,6
case_403;5,6,6,6,4,5,5,4,6,4,5,5,5,6,4,5,5,5,6,6
case_404;5,5,6,4,6,5,5,5,5,4,5,5,4,5,5,5,4,5,6,5
case_405;5,6,4,5,6,6,6,4,5,5,4,6,4,5,4,5,6,4,5,6
case_406;5,6,6,5,4,5,5,4,6,6,5,6,4,5,6,5,6,4,6,6
case_407;5,5,6,4,6,4,6,4,6,4,6,4,6,6,4,5,5,5,6,6
case_408;6,4,6,4,6,4,5,6,6,6,5,4,6,4,5,4,6,6,4,5
case_409;6,4,5,5,5,6,5,5,5,6,5,4,5,6,4,5,6,5,4,6
case_410;5,4,6,6,6,5,4,5,4,6,5,4,6,6,4,5,6,6,4,5
case_411;5,4,5,4,6,6,5,6,5,4,5,5,6,4,6,6,4,5,5,6
case_412;6,6,6,5,4,6,5,5,6,4,5,4,6,4,6,5,4,6,5,5
case_413;5,4,6,6,4,5,5,6,5,6,6,5,5,6,5,5,6,6,4,6
case_414;5,5,4,5,4,5,4,6,5,4,5,6,5,5,6,4,6,6,6,5
case_415;6,6,5,5,5,5,5,5,5,4,6,5,4,6,4,5,4,5,4,5
case_416;5,5,6,4,5,6,4,6,4,6,5,5,6,4,5,6,5,5,5,6
case_417;5,4,6,6,5,4,5,6,4,6,5,5,4,6,5,6,4,5,6,6
case_418;5,6,6,6,4,5,5,6,5,6,5,4,5,4,6,5,6,4,6,5
case_419;6,5,5,5,5,4,5,6,4,5,6,5,5,4,5,5,4,6,4,6
case_420;6,6,6,4,5,6,4,5,6,5,4,5,5,6,4,6,5,5,4,6
case_421;6,5,6,4,5,6,5,6,6,6,5,5,6,5,5,6,6,5,4,5
case_422;6,6,6,6,6,4,5,5,5,5,5,4,5,4,6,4,6,5,6,5
case_423;5,4,6,6,6,5,6,5,5,5,4,6,6,5,5,5,5,5,5,5
case_424;5,5,4,6,4,5,6,6,5,6,6,4,5,5,4,6,4,5,6,5
case_425;6,4,6,5,6,4,6,6,4,5,6,6,5,6,6,5,6,5,6,6
case_426;6,5,6,6,6,4,5,5,4,6,5,4,6,6,5,4,6,4,5,5
case_427;6,5,4,6,4,5,5,4,5,5,5,4,5,6,6,4,6,4,6,5
case_428;6,4,5,6,4,6,6,5,6,4,5,6,4,6,6,4,5,6,5,5
case_429;5,5,5,5,5,5,6,5,5,5,6,6,4,5,6,6,6,6,6,6
case_430;5,6,6,4,5,4,5,5,4,6,6,4,5,4,5,5,5,6,6,5
case_431;5,5,4,5,4,5,5,5,5,6,5,5,5,6,4,6,5,6,6,5
case_432;6,6,4,5,5,6,5,6,6,4,6,5,5,4,5,6,5,4,5,6
case_433;5,6,4,5,5,5,5,5,4,6,5,6,6,5,6,6,4,6,4,5
case_434;6,6,5,4,6,5,5,4,6,6,5,4,6,4,5,5,4,5,5,6
case_435;6,4,6,4,5,6,6,6,6,6,5,6,6,4,5,6,5,5,4,5
case_436;5,4,5,5,5,5,4,6,5,6,4,5,6,4,6,5,5,5,5,5
case_437;5,6,4,5,5,5,4,5,6,4,6,5,6,6,6,4,6,4,5,6
