epoch,train_loss,train_accuracy,"train_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))","train_ChainResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))",val_loss,val_accuracy,"val_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))","val_ChainResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))"
1,1.2705560073256492,0.3165343999862671,inf,inf,1.319495885901981,0.3216931223869324,inf,inf
2,1.2665354809827274,0.3263227641582489,inf,inf,1.3252802027596369,0.3216931223869324,inf,inf
3,1.2712336546844907,0.3263227641582489,inf,inf,1.3303249425358243,0.3216931223869324,inf,inf
4,1.2733942872948116,0.3263227641582489,inf,inf,1.3310145099957784,0.3216931223869324,inf,inf
5,1.2740726557042863,0.3263227641582489,inf,inf,1.3302586846881443,0.3216931223869324,inf,inf
6,1.2737338541282548,0.3263227641582489,inf,inf,1.3292182511753505,0.3216931223869324,inf,inf
7,1.2715795639488432,0.3263227641582489,inf,inf,1.3266174859470792,0.3216931223869324,inf,inf
8,1.2691317919227811,0.3263227641582489,inf,inf,1.324077660507626,0.3216931223869324,inf,inf
9,1.2681276208824581,0.3263227641582489,inf,inf,1.3249638716379801,0.3216931223869324,inf,inf
10,1.2669602516624663,0.3263227641582489,inf,inf,1.323037850856781,0.3216931223869324,inf,inf
11,1.2648236433664957,0.3263227641582489,inf,inf,1.3213589893447029,0.3216931223869324,inf,inf
12,1.267077260547214,0.3263227641582489,inf,inf,1.322809116045634,0.3216931223869324,inf,inf
13,1.2678843619094955,0.3263227641582489,inf,inf,1.3237107806735569,0.3216931223869324,inf,inf
14,1.2686775436004003,0.3263227641582489,inf,inf,1.3233496533499824,0.3216931223869324,inf,inf
15,1.2665490445163514,0.3263227641582489,inf,inf,1.3225878159205118,0.3216931223869324,inf,inf
16,1.2659362445274989,0.3263227641582489,inf,inf,1.3202756921450296,0.3216931223869324,inf,inf
17,1.2646165102720262,0.3263227641582489,inf,inf,1.3203426003456116,0.3216931223869324,inf,inf
18,1.2633976605203416,0.3263227641582489,inf,inf,1.319131440586514,0.3216931223869324,inf,inf
19,1.2599809472759564,0.3263227641582489,inf,inf,1.314395350880093,0.3216931223869324,inf,inf
20,1.2598110831446119,0.3263227641582489,inf,inf,1.3155268947283427,0.3216931223869324,inf,inf
21,1.259832383526696,0.3263227641582489,inf,inf,1.3158189415931703,0.3216931223869324,inf,inf
22,1.2590450315011872,0.3263227641582489,inf,inf,1.3132307330767314,0.3216931223869324,inf,inf
23,1.2590509338511362,0.3263227641582489,inf,inf,1.317028652297126,0.3216931223869324,inf,inf
24,1.258314548432827,0.3263227641582489,inf,inf,1.3134864648183187,0.3216931223869324,inf,inf
25,1.258171671297815,0.3263227641582489,inf,inf,1.314215150144365,0.3216931223869324,inf,inf
26,1.2586170030964745,0.3263227641582489,inf,inf,1.3157851378122964,0.3216931223869324,inf,inf
27,1.2598906252119275,0.3263227641582489,inf,inf,1.3160364243719314,0.3216931223869324,inf,inf
28,1.260213543805811,0.3263227641582489,inf,inf,1.3153810487853157,0.3216931223869324,inf,inf
29,1.2597558725211355,0.3263227641582489,inf,inf,1.3162901057137384,0.3216931223869324,inf,inf
30,1.2600379705429077,0.3263227641582489,inf,inf,1.3142686208089194,0.3216931223869324,inf,inf
31,1.2606525303588973,0.3263227641582489,inf,inf,1.3160075147946675,0.3216931223869324,inf,inf
32,1.258076389465067,0.3263227641582489,inf,inf,1.3121805946032206,0.3216931223869324,inf,inf
33,1.255237262778812,0.3263227641582489,inf,inf,1.3106008172035217,0.3216931223869324,inf,inf
34,1.255455302198728,0.3263227641582489,inf,inf,1.3120924724472893,0.3216931223869324,inf,inf
35,1.2573117721411917,0.3263227641582489,inf,inf,1.3105529838138157,0.3216931223869324,inf,inf
36,1.2541701542006598,0.3264550268650055,inf,inf,1.308301501803928,0.3216931223869324,inf,inf
37,1.2535846852593953,0.3264550268650055,inf,inf,1.3076705111397637,0.3216931223869324,inf,inf
38,1.2530639360348383,0.32804232835769653,inf,inf,1.3077472567558288,0.3232804238796234,inf,inf
39,1.2494882283939255,0.32671958208084106,inf,inf,1.3041993737220765,0.3216931223869324,inf,inf
40,1.250359191828304,0.3316137492656708,inf,inf,1.3037568913565742,0.3216931223869324,inf,inf
41,1.2479099474019475,0.3383598029613495,inf,inf,1.3029888338512845,0.34497353434562683,inf,inf
42,1.2464042690065171,0.3423280417919159,inf,inf,1.304636221461826,0.3492063581943512,inf,inf
43,1.2449329612983597,0.33472222089767456,inf,inf,1.2987543450461494,0.34285715222358704,inf,inf
44,1.2466760516166686,0.3434523940086365,inf,inf,1.303826798333062,0.34656083583831787,inf,inf
45,1.2482182489501106,0.3375000059604645,inf,inf,1.3002706925074259,0.34497353434562683,inf,inf
46,1.246089678009351,0.34775131940841675,inf,inf,1.2997107677989537,0.3560846447944641,inf,inf
47,1.244020169476668,0.34781745076179504,inf,inf,1.298596379492018,0.34761905670166016,inf,inf
48,1.2421950404842694,0.3454365134239197,inf,inf,1.2955858455763922,0.3502645492553711,inf,inf
49,1.241530516412523,0.347949743270874,inf,inf,1.2959213336308797,0.35291004180908203,inf,inf
50,1.2427080872986052,0.3501984179019928,inf,inf,1.2976081026924982,0.3423280417919159,inf,inf
51,1.243933445877499,0.3511904776096344,inf,inf,1.2973028394911024,0.35185185074806213,inf,inf
52,1.242303654551506,0.35152116417884827,inf,inf,1.297923857635922,0.341269850730896,inf,inf
53,1.2428229239251878,0.3430555462837219,inf,inf,1.2948014219601949,0.3582010567188263,inf,inf
54,1.2398040793008274,0.35052910447120667,inf,inf,1.2941712088055082,0.34179893136024475,inf,inf
55,1.2398840253551802,0.3550925850868225,inf,inf,1.2908224450217354,0.35873016715049744,inf,inf
56,1.2371046748426227,0.3560846447944641,inf,inf,1.289659575621287,0.3560846447944641,inf,inf
57,1.236035224298636,0.3533730208873749,inf,inf,1.2891734189457364,0.347089946269989,inf,inf
58,1.236234411597252,0.34669312834739685,inf,inf,1.2898489130867852,0.3402116298675537,inf,inf
59,1.236549211376243,0.3533068895339966,inf,inf,1.2883062879244487,0.36455026268959045,inf,inf
60,1.2355980652901861,0.35760581493377686,inf,inf,1.28912955654992,0.35555556416511536,inf,inf
61,1.2349833170572917,0.35291004180908203,inf,inf,1.288468274805281,0.34761905670166016,inf,inf
62,1.235709996190336,0.3542328178882599,inf,inf,1.2883565253681606,0.35291004180908203,inf,inf
63,1.235939087967078,0.3558201193809509,inf,inf,1.290568517314063,0.3492063581943512,inf,inf
64,1.2369181800219748,0.35449734330177307,inf,inf,1.2882608731587728,0.3550264537334442,inf,inf
65,1.235600774983565,0.3532407283782959,inf,inf,1.2904415700170728,0.33968254923820496,inf,inf
66,1.235831015308698,0.35370370745658875,inf,inf,1.2900962087843153,0.34391534328460693,inf,inf
67,1.2360905448595683,0.35059523582458496,inf,inf,1.2854360302289327,0.3671957552433014,inf,inf
68,1.234533881975545,0.35476189851760864,inf,inf,1.2873223900794983,0.36455026268959045,inf,inf
69,1.234999551706844,0.3550925850868225,inf,inf,1.2872797913021512,0.36560845375061035,inf,inf
70,1.2339418310258123,0.3569444417953491,inf,inf,1.2871110783682929,0.3444444537162781,inf,inf
71,1.2321740441852145,0.35648149251937866,inf,inf,1.284606279267205,0.35555556416511536,inf,inf
72,1.2316660177376535,0.3552910089492798,inf,inf,1.282207935386234,0.3539682626724243,inf,inf
73,1.2296749581893285,0.3548941910266876,inf,inf,1.2804995523558722,0.3582010567188263,inf,inf
74,1.2300990473892954,0.35178571939468384,inf,inf,1.2876575589179993,0.3296296298503876,inf,inf
75,1.2297446731064055,0.35363757610321045,inf,inf,1.2822631822692023,0.351322740316391,inf,inf
76,1.226964118414455,0.3542328178882599,inf,inf,1.279830633269416,0.33862432837486267,inf,inf
77,1.2249681343634924,0.35740742087364197,inf,inf,1.2776198797755771,0.3619047701358795,inf,inf
78,1.226859667069382,0.3541005253791809,inf,inf,1.2797741638289557,0.34391534328460693,inf,inf
79,1.2265944068630537,0.35780423879623413,inf,inf,1.279055694739024,0.3539682626724243,inf,inf
80,1.225336499677764,0.3560846447944641,inf,inf,1.2767366978857253,0.34656083583831787,inf,inf
81,1.2246993492046991,0.35866403579711914,inf,inf,1.2790800597932603,0.36455026268959045,inf,inf
82,1.2247303166323238,0.35575395822525024,inf,inf,1.2780838741196527,0.36772486567497253,inf,inf
83,1.222943692571587,0.3582010567188263,inf,inf,1.2730655603938632,0.35185185074806213,inf,inf
84,1.220619212753243,0.3602513372898102,inf,inf,1.271488775147332,0.3433862328529358,inf,inf
85,1.2188730453451475,0.3593254089355469,inf,inf,1.2708113027943506,0.3391534388065338,inf,inf
86,1.219024935281939,0.3589285612106323,inf,inf,1.2725441495577494,0.3444444537162781,inf,inf
87,1.220773866855436,0.3601190447807312,inf,inf,1.2724047236972384,0.35185185074806213,inf,inf
88,1.2211877726846272,0.3578703701496124,inf,inf,1.2731943991449144,0.35449734330177307,inf,inf
89,1.2217101413342688,0.35760581493377686,inf,inf,1.2732573442988926,0.35291004180908203,inf,inf
90,1.2212540124853453,0.35945767164230347,inf,inf,1.2744529936048719,0.3571428656578064,inf,inf
91,1.220736124780443,0.35886242985725403,inf,inf,1.2693498174349467,0.35185185074806213,inf,inf
92,1.2189227482510938,0.3582010567188263,inf,inf,1.27283902698093,0.36666667461395264,inf,inf
93,1.2185104257530637,0.35978835821151733,inf,inf,1.2709701948695713,0.3523809611797333,inf,inf
94,1.221171011444595,0.358134925365448,inf,inf,1.273072440094418,0.3592592477798462,inf,inf
95,1.2205432126091587,0.35667988657951355,inf,inf,1.2714627689785427,0.3550264537334442,inf,inf
96,1.2187411989602777,0.35667988657951355,inf,inf,1.2719314886464013,0.3365079462528229,inf,inf
97,1.2202531903154321,0.3582671880722046,inf,inf,1.2734924621052213,0.3592592477798462,inf,inf
98,1.2198142753707037,0.3571428656578064,inf,inf,1.2721476886007521,0.3539682626724243,inf,inf
99,1.2163958427806696,0.3551587164402008,inf,inf,1.2667712781164382,0.3433862328529358,inf,inf
100,1.2170266604257955,0.3582671880722046,inf,inf,1.2665634082423316,0.3433862328529358,inf,inf
