trace_id;activity_ids
case_800;4,5,4,4,5,4,4,4,4,6,6,4,4,6,4,6,6,4,5,5
case_801;6,6,4,6,5,6,4,6,6,6,6,6,5,4,5,4,5,5,5,5
case_802;5,4,4,5,5,5,6,6,5,6,6,4,6,5,4,6,6,6,5,4
case_803;4,6,4,6,4,4,4,5,6,6,4,5,5,4,4,6,6,6,5,4
case_804;6,4,4,4,5,4,6,5,4,5,4,6,4,4,5,6,5,4,5,5
case_805;5,6,4,4,4,5,5,6,6,4,4,5,4,6,5,5,5,5,4,5
case_806;5,6,6,5,5,5,6,4,6,4,6,5,4,5,5,5,4,5,5,4
case_807;5,5,6,5,4,4,5,5,6,5,5,5,5,5,4,6,5,4,6,4
case_808;4,5,6,6,5,6,4,4,6,4,5,5,6,5,4,6,5,5,5,4
case_809;5,6,6,6,5,6,4,4,4,4,5,4,5,4,6,6,6,5,5,4
case_810;4,4,5,5,4,5,6,5,6,6,6,4,5,6,5,4,6,6,4,4
case_811;6,5,6,4,4,5,5,6,4,6,4,4,5,6,5,4,6,5,5,4
case_812;4,4,5,5,5,4,6,4,4,6,5,4,6,6,6,6,4,5,4,4
case_813;4,4,5,4,5,4,5,6,5,5,6,4,5,5,5,5,5,6,4,4
case_814;6,6,5,5,6,6,4,4,4,4,5,4,5,6,4,4,4,6,4,4
case_815;6,5,5,6,5,4,6,6,6,4,6,5,6,6,4,5,4,4,4,4
case_816;4,4,5,6,4,5,5,4,5,6,6,4,6,5,6,6,6,4,4,4
case_817;6,6,5,6,5,5,5,6,4,6,4,6,6,4,4,4,5,6,5,4
case_818;5,5,4,5,4,4,4,6,4,5,5,5,5,5,4,4,5,6,4,4
case_819;4,6,4,6,4,6,6,6,4,5,4,5,4,5,6,5,4,4,5,5
case_820;4,4,6,5,4,5,6,6,5,6,5,6,4,4,6,6,4,5,5,4
case_821;5,4,4,5,5,4,5,6,4,4,4,4,6,6,4,6,4,5,5,5
case_822;4,5,6,5,4,5,5,4,4,4,6,6,6,6,4,4,6,6,5,4
case_823;6,6,4,6,5,4,6,6,5,4,4,5,4,4,6,6,5,4,5,5
case_824;6,4,4,5,4,6,6,5,4,4,5,6,4,5,5,5,6,5,4,4
case_825;5,5,5,5,4,4,5,4,4,5,4,5,4,4,4,4,6,5,6,4
case_826;4,4,5,6,6,4,6,4,6,4,5,6,5,4,6,5,5,6,4,5
case_827;4,4,5,4,5,6,5,6,4,6,5,5,5,5,4,4,6,5,5,4
case_828;4,4,5,5,6,5,4,6,5,5,4,4,4,4,6,6,4,5,6,4
case_829;5,6,5,5,6,4,6,4,5,6,5,5,4,6,6,5,6,4,5,5
case_830;6,6,4,5,4,6,5,4,6,6,5,4,5,6,6,4,4,4,5,5
case_831;5,6,4,5,6,4,6,5,4,4,6,4,5,6,6,5,4,4,5,5
case_832;6,6,6,5,6,4,4,4,6,4,6,5,5,6,6,4,5,5,4,5
case_833;4,5,6,4,6,4,6,5,5,5,5,6,5,4,5,6,4,5,6,4
case_834;5,4,6,6,6,4,6,6,5,6,5,4,4,6,5,6,6,5,5,4
case_835;4,4,4,4,6,5,6,4,4,5,6,6,5,5,4,5,5,5,5,5
case_836;6,5,4,4,4,6,5,4,6,6,5,5,6,5,5,4,6,6,4,5
case_837;5,6,5,5,4,4,5,6,5,6,5,6,4,6,6,4,4,4,6,4
case_838;6,5,6,6,4,6,5,5,4,4,5,5,6,6,4,5,5,6,6,4
case_839;6,6,4,4,6,6,6,5,6,4,4,6,4,6,6,6,6,4,5,5
case_840;5,6,4,4,4,6,6,5,4,4,5,5,5,6,5,5,6,4,4,5
case_841;5,4,6,6,6,6,4,6,4,5,5,5,6,4,4,4,6,4,4,4
case_842;5,6,6,5,5,5,4,6,5,4,6,6,4,5,4,6,6,6,5,4
case_843;6,4,5,4,5,4,5,6,4,5,5,4,6,6,4,4,6,4,6,4
case_844;4,4,6,5,5,6,5,4,4,5,4,6,5,4,6,6,4,6,4,5
case_845;4,4,6,5,5,6,5,5,4,6,6,6,5,6,5,6,5,5,5,4
case_846;6,5,6,6,5,4,4,4,6,4,5,4,4,6,6,4,6,5,5,4
case_847;6,4,4,4,4,4,5,4,6,5,4,6,5,4,4,5,6,5,5,4
case_848;5,6,5,4,5,6,4,5,6,6,6,5,6,6,4,6,6,5,5,4
case_849;6,5,5,6,6,4,5,4,4,6,5,4,4,4,5,5,4,4,5,4
case_850;5,5,6,4,5,6,6,6,6,4,5,6,5,6,4,4,6,5,4,5
case_851;4,4,4,4,4,6,4,6,5,5,5,4,6,4,5,4,5,5,6,4
case_852;6,5,5,4,4,6,4,5,4,4,5,4,6,5,5,5,4,6,4,5
case_853;6,6,5,6,5,4,6,4,6,6,4,4,4,6,6,4,5,5,4,4
case_854;6,6,6,5,6,4,6,5,4,5,4,5,5,4,4,5,5,5,4,5
case_855;6,4,6,4,6,4,5,5,5,4,6,6,4,6,5,6,6,5,4,4
case_856;4,4,4,6,6,5,6,4,6,4,4,6,4,6,4,4,4,4,5,5
case_857;5,6,5,5,4,4,6,6,6,5,5,5,6,4,4,4,6,5,5,4
case_858;4,5,6,6,4,5,6,5,4,5,4,5,4,5,6,5,6,4,5,5
case_859;6,4,5,4,4,5,6,6,4,6,5,4,5,6,6,5,6,4,5,5
case_860;4,4,6,6,4,4,6,6,6,5,6,5,6,4,4,6,5,5,6,4
case_861;5,5,4,6,5,6,5,5,6,4,4,4,6,4,5,5,4,5,4,5
case_862;4,4,6,6,6,6,4,6,6,6,6,6,6,6,5,5,4,4,6,4
case_863;5,4,5,6,6,4,5,5,6,5,6,5,6,5,5,5,6,5,4,4
case_864;6,4,5,6,6,5,5,4,5,6,5,6,4,5,4,6,4,4,5,5
case_865;5,6,4,4,6,6,4,6,4,5,5,6,6,5,6,5,4,6,4,4
case_866;4,5,4,5,4,5,5,4,6,6,5,5,6,6,4,6,5,6,5,4
case_867;5,5,5,4,5,6,5,5,5,6,4,5,5,6,4,5,6,4,6,4
case_868;5,5,6,5,5,5,5,5,4,6,5,6,6,4,6,6,4,4,6,4
case_869;4,5,5,6,4,4,5,6,6,5,4,5,6,6,6,4,4,4,6,4
case_870;4,6,5,4,6,5,5,4,6,4,5,6,4,5,6,4,4,5,5,4
case_871;5,4,5,5,5,5,5,4,6,5,6,4,5,6,4,5,6,6,5,4
case_872;5,5,5,6,5,6,6,4,6,4,5,5,5,6,5,4,5,6,4,4
case_873;6,4,5,4,5,6,4,6,4,5,5,6,5,4,4,5,5,4,5,5
case_874;5,4,4,5,4,5,6,4,4,6,5,4,6,6,4,4,5,5,6,4
case_875;4,4,6,4,6,6,6,4,5,4,4,6,6,4,4,4,6,5,5,4
case_876;4,5,4,6,6,6,5,4,6,6,5,4,5,6,6,6,6,5,5,4
case_877;5,6,4,4,5,6,4,4,5,5,4,6,4,4,6,5,4,6,5,4
case_878;6,6,6,4,5,5,4,4,6,6,6,6,4,6,6,5,6,4,4,5
case_879;6,4,4,6,4,5,4,5,5,4,4,6,4,4,5,4,5,5,5,4
case_880;5,4,5,6,4,6,5,5,6,6,4,5,6,6,6,6,4,6,4,4
case_881;6,6,4,4,6,4,4,4,5,4,4,5,5,4,4,5,4,6,6,4
case_882;6,5,6,5,4,6,4,6,4,5,5,5,5,5,5,5,4,6,4,4
case_883;6,5,4,5,4,4,5,5,6,6,4,4,5,4,4,6,4,5,6,4
case_884;6,5,4,5,6,5,6,6,4,4,4,4,5,5,5,4,5,4,6,4
