2,6,7,4,6,4,6,7,4,6,7,7,7,6,4,7,4,6,6,4,4,3
2,5,5,7,4,6,7,6,7,7,4,4,6,6,4,4,6,4,4,4,6,3
2,5,6,6,7,6,4,7,4,7,6,4,6,7,7,6,4,4,4,7,6,3
2,5,7,7,4,4,4,4,7,4,6,6,4,4,6,6,6,7,6,7,4,3
2,5,5,5,4,6,4,6,6,6,4,4,4,6,6,4,6,4,4,4,6,3
2,4,5,6,6,4,4,4,7,4,7,7,6,4,7,4,4,4,6,6,4,3
2,5,5,4,7,7,6,4,7,6,6,7,6,7,6,4,4,7,7,6,7,3
2,4,5,5,7,7,4,6,7,4,7,4,4,7,6,6,7,7,7,7,6,3
2,4,4,5,6,4,4,4,4,7,4,4,6,4,6,6,4,6,4,4,6,3
2,6,7,7,6,7,7,6,6,7,7,7,7,4,6,4,4,4,6,7,6,3
2,7,6,7,7,4,6,4,4,6,6,4,4,7,6,4,6,7,6,7,7,3
2,5,7,4,4,4,6,4,7,4,7,6,7,7,6,7,4,4,7,6,6,3
2,6,6,6,4,4,7,6,6,4,6,7,6,6,4,4,7,6,7,6,4,3
2,4,4,5,5,6,4,4,7,4,7,4,6,7,6,4,4,4,4,7,6,3
2,7,4,4,4,4,6,4,4,7,4,6,7,7,7,4,7,4,6,6,4,3
2,5,4,5,5,4,5,5,4,4,5,6,4,6,4,7,6,6,4,6,4,3
2,5,7,6,6,7,6,7,4,4,6,7,6,7,4,4,6,6,7,4,7,3
2,4,7,6,6,4,6,6,4,7,4,4,6,4,7,4,4,7,7,7,7,3
2,5,5,5,7,6,7,6,4,7,6,6,7,4,6,4,6,4,6,6,7,3
2,4,7,7,7,4,7,7,4,4,6,4,7,4,4,6,4,7,6,6,6,3
2,5,7,7,6,4,4,6,4,7,6,4,4,4,4,4,6,7,4,6,6,3
2,5,7,6,6,7,6,4,4,6,4,7,4,4,6,4,6,4,7,6,7,3
2,6,6,7,7,7,6,4,6,6,7,6,7,7,6,7,4,6,4,4,7,3
2,4,5,4,6,6,4,4,4,7,6,6,7,7,4,6,7,7,6,4,7,3
2,7,4,7,7,4,4,6,6,4,4,6,6,6,7,4,4,4,4,4,7,3
2,7,6,6,6,4,7,7,4,7,4,7,7,6,6,6,6,4,6,4,4,3
2,5,7,6,7,4,4,4,4,6,6,6,7,4,4,6,6,6,4,6,6,3
2,6,4,6,7,6,7,6,4,4,6,4,6,7,7,7,7,6,7,6,6,3
2,5,5,4,6,6,4,7,7,7,7,6,4,7,6,6,7,6,6,4,4,3
2,5,5,4,5,5,4,6,6,6,7,6,7,4,6,4,6,4,6,6,4,3
2,5,5,4,7,6,4,7,4,6,4,7,7,6,4,6,6,6,7,6,6,3
2,4,5,7,6,4,7,6,4,6,4,7,7,6,4,6,4,4,6,6,7,3
2,5,4,4,5,5,5,5,5,5,4,7,7,4,4,7,6,4,7,7,4,3
2,7,7,4,6,6,6,7,7,6,4,7,4,4,6,6,7,6,6,7,7,3
2,5,5,7,6,4,7,7,7,4,4,4,7,7,6,7,6,6,6,6,7,3
2,5,5,4,5,7,4,4,7,7,4,7,6,4,7,6,4,6,4,7,4,3
2,5,5,7,7,4,6,6,7,4,7,6,7,4,6,7,7,6,4,7,7,3
2,6,7,7,7,7,6,6,6,6,6,6,7,7,6,4,7,7,7,4,4,3
2,5,5,5,7,6,7,7,6,4,4,4,7,4,6,4,7,7,4,6,6,3
2,6,6,4,4,4,7,4,4,7,7,7,7,6,7,7,4,4,6,7,4,3
2,5,5,6,4,4,4,4,6,6,4,7,6,6,4,4,7,7,4,7,7,3
2,4,5,5,6,6,7,6,6,6,7,6,6,7,6,7,4,4,4,4,7,3
2,5,5,4,5,4,5,7,6,6,6,6,7,4,4,6,6,7,6,4,7,3
2,4,7,7,6,7,4,7,6,7,4,4,4,6,7,4,4,6,4,6,6,3
2,5,7,6,4,4,7,4,4,7,4,4,4,7,7,4,6,7,6,6,7,3
2,7,6,6,6,6,6,4,6,6,6,6,6,6,4,4,4,7,7,6,6,3
2,5,5,7,4,4,7,7,6,4,6,7,6,7,6,4,6,4,4,6,6,3
2,5,5,6,4,4,6,4,4,7,7,4,7,6,6,4,4,7,6,4,4,3
2,5,6,6,6,7,6,6,6,7,7,6,7,7,6,6,7,7,4,4,6,3
