trace_id;activity_ids
case_200;5,4,6,4,4,4,5,4,4,4,4,6,5,5,6,5,4,5,6,6
case_201;5,4,4,6,6,4,5,6,4,4,4,6,4,4,5,4,6,6,4,4
case_202;5,5,6,4,6,5,5,4,4,5,4,6,5,6,4,4,5,6,6,6
case_203;4,4,5,5,5,4,5,4,6,6,5,6,6,6,4,5,5,4,6,6
case_204;4,5,6,5,5,6,4,6,4,4,5,5,4,4,6,5,6,4,6,6
case_205;4,5,6,5,5,4,6,4,6,6,4,5,6,6,5,5,6,4,4,5
case_206;4,4,4,4,4,5,4,6,6,5,6,4,6,4,5,4,6,5,5,6
case_207;4,6,5,4,5,5,6,4,6,5,5,6,6,4,5,4,4,4,5,6
case_208;4,5,6,5,5,4,5,6,4,6,6,4,6,6,5,4,5,5,5,4
case_209;4,6,5,6,4,5,6,5,5,5,4,4,6,6,6,6,6,5,6,5
case_210;4,5,6,5,4,5,4,6,5,5,5,6,6,6,4,5,5,6,4,5
case_211;5,6,4,4,6,6,4,5,5,4,5,6,5,5,6,5,4,6,4,4
case_212;4,5,4,6,4,5,5,5,6,6,4,6,5,5,5,6,4,6,6,5
case_213;5,6,5,4,6,4,6,5,6,5,4,5,6,4,4,4,6,5,6,6
case_214;4,4,5,4,5,6,5,6,5,5,4,4,5,6,5,6,5,4,6,6
case_215;4,5,5,4,5,5,5,6,4,6,4,5,6,5,6,6,4,6,6,5
case_216;4,4,6,5,6,5,6,6,5,4,6,4,4,4,5,6,4,5,6,4
case_217;5,4,5,4,6,4,6,4,5,4,4,6,5,5,6,6,5,4,4,5
case_218;4,4,5,4,5,6,5,4,5,6,4,5,6,4,5,4,6,6,4,6
case_219;5,5,4,4,6,6,5,6,5,4,5,4,4,6,4,4,5,5,4,6
case_220;5,4,5,5,5,4,4,5,5,4,6,6,6,5,6,4,6,6,4,5
case_221;5,4,6,6,5,4,4,6,5,5,4,4,5,5,4,4,5,4,4,5
case_222;5,6,4,4,6,6,6,6,5,5,4,5,5,6,4,6,6,6,4,6
case_223;5,4,6,4,5,4,4,4,6,6,6,5,4,5,5,6,5,6,4,4
case_224;4,6,6,6,6,5,4,5,4,4,5,6,6,6,4,6,5,4,6,5
case_225;4,5,4,5,4,6,4,4,5,5,4,6,6,6,4,5,6,4,5,4
case_226;4,4,5,5,4,5,4,4,6,4,5,5,4,6,4,5,5,6,6,4
case_227;5,5,5,4,5,5,6,5,6,6,6,4,4,5,6,4,5,6,6,6
case_228;5,5,6,5,5,5,4,5,4,4,4,4,4,5,6,5,6,6,4,6
case_229;5,5,5,5,6,6,5,5,5,5,6,6,5,4,6,6,4,4,5,4
case_230;4,4,6,6,5,4,5,5,5,4,4,5,5,4,4,4,4,6,4,4
case_231;4,6,5,4,4,5,5,4,6,5,6,5,4,5,6,4,5,4,6,6
case_232;4,5,6,5,4,6,4,4,5,6,6,4,4,6,6,5,6,6,5,6
case_233;4,5,5,5,5,5,6,6,6,6,5,4,5,6,6,5,5,6,4,6
case_234;4,6,6,6,6,6,5,6,5,5,5,4,5,6,4,6,5,4,6,5
case_235;4,6,6,5,5,4,6,4,4,6,4,6,5,5,6,6,5,6,5,5
case_236;5,5,4,5,5,4,4,4,5,4,5,4,5,5,4,4,6,6,5,5
case_237;5,4,4,6,6,6,5,5,5,4,5,6,5,4,4,4,4,5,5,6
case_238;4,4,5,5,6,4,4,4,6,6,5,4,6,6,6,6,4,6,5,6
case_239;4,5,5,5,4,5,5,6,6,5,5,6,4,6,5,6,6,6,6,4
case_240;4,6,6,5,6,5,5,5,5,5,5,4,5,5,5,4,5,6,4,5
case_241;5,5,5,6,5,6,4,5,4,5,4,4,4,6,6,4,5,4,6,4
case_242;5,6,6,6,4,6,5,4,6,6,6,5,5,6,5,5,5,5,6,5
case_243;4,5,6,5,5,5,5,5,5,6,6,5,6,4,5,5,4,6,5,5
case_244;5,6,5,4,5,6,5,5,6,4,4,5,5,4,5,4,4,4,6,6
case_245;4,4,5,5,5,6,4,6,5,5,4,4,6,4,4,5,4,5,6,6
case_246;5,5,5,4,5,4,6,4,4,4,4,6,4,5,5,4,5,5,6,6
case_247;5,4,5,5,5,4,4,4,5,6,5,6,5,6,4,4,5,4,6,6
case_248;4,4,5,4,5,6,4,5,6,5,5,6,5,5,5,4,4,4,6,6
case_249;4,5,4,4,5,6,4,6,5,6,6,4,6,4,4,6,5,4,4,6
case_250;5,5,5,6,6,4,6,5,6,5,5,5,4,6,5,5,6,5,6,4
case_251;5,6,6,6,5,5,6,5,6,4,5,4,5,4,4,6,4,4,4,5
case_252;4,4,5,5,6,4,5,5,5,4,4,5,4,5,6,6,4,4,5,4
case_253;4,6,6,5,6,4,6,4,5,6,5,4,5,4,4,6,6,4,6,5
case_254;4,5,5,4,5,4,4,5,5,5,5,6,4,5,5,5,6,5,6,6
case_255;4,6,4,5,6,5,5,6,6,5,4,4,6,5,6,4,4,4,5,4
case_256;5,5,5,5,5,4,5,6,5,6,5,4,6,4,4,6,5,6,6,4
case_257;5,4,6,5,6,6,4,4,5,5,6,6,6,4,5,4,6,5,6,4
case_258;5,5,5,4,6,5,4,4,6,4,5,5,4,4,4,4,4,5,6,6
case_259;4,4,6,6,4,6,4,4,5,4,4,5,4,4,4,5,4,5,4,5
case_260;5,6,4,6,4,6,5,6,4,5,5,4,5,5,6,5,5,4,6,6
case_261;4,5,4,5,4,5,6,6,4,6,6,6,5,6,6,6,4,6,4,4
case_262;4,4,6,4,5,5,5,5,4,6,6,6,4,6,6,4,4,6,4,4
case_263;4,4,4,4,6,4,4,4,5,6,5,6,4,4,4,5,6,6,6,5
case_264;5,6,4,6,4,5,6,4,6,5,6,4,4,6,4,5,4,5,6,6
case_265;4,5,4,4,5,5,6,6,4,6,6,5,4,6,6,6,5,5,4,4
case_266;4,4,6,4,4,6,4,6,5,5,4,5,4,6,5,6,4,6,6,5
case_267;4,5,4,5,4,5,5,6,6,4,5,4,5,4,5,4,5,5,5,5
case_268;4,5,4,5,4,6,6,5,5,5,5,4,5,5,4,4,5,6,4,5
case_269;4,5,6,6,4,6,6,5,5,5,5,6,6,6,4,6,6,6,6,4
case_270;5,5,6,5,5,4,4,6,5,5,5,5,4,5,6,4,5,5,6,6
case_271;4,5,5,6,4,6,5,5,4,6,6,6,4,5,5,5,5,4,4,4
case_272;5,4,5,6,6,6,6,5,5,6,6,5,5,5,6,6,5,4,6,5
case_273;5,6,5,6,4,6,5,5,4,6,5,5,4,6,4,6,5,4,6,6
case_274;5,4,5,5,6,5,6,5,6,6,6,6,6,6,5,6,4,6,6,6
case_275;4,5,5,4,4,5,5,5,6,5,6,5,6,5,4,5,4,5,6,6
case_276;4,6,5,4,6,6,6,5,4,6,4,5,6,4,5,5,4,6,6,4
case_277;5,4,6,5,6,4,6,4,5,6,5,4,4,5,4,6,6,4,5,6
case_278;4,4,6,5,6,4,4,6,4,4,5,6,6,4,4,4,5,4,6,5
case_279;5,5,4,5,4,5,6,6,5,6,6,4,4,5,6,5,6,4,6,5
case_280;4,6,4,6,6,4,6,5,5,6,4,4,5,6,4,5,5,5,6,4
case_281;4,6,5,5,6,5,4,4,6,6,4,6,4,5,5,6,6,5,5,4
case_282;5,6,5,6,5,4,5,5,6,5,5,4,5,5,4,5,5,5,6,6
case_283;5,5,6,4,5,4,6,5,4,4,5,6,4,4,4,5,6,6,6,5
case_284;5,6,6,6,5,6,4,5,5,5,5,5,6,6,5,5,4,4,5,4
case_285;4,4,6,6,5,5,6,4,6,6,4,6,5,4,4,4,5,5,6,5
case_286;4,6,6,6,5,5,6,6,6,4,4,4,4,4,6,4,4,6,4,5
case_287;5,5,6,4,5,6,6,6,4,4,6,6,6,5,4,5,6,5,6,4
case_288;5,4,6,4,6,4,6,5,4,6,6,4,6,4,4,5,6,5,4,4
case_289;5,4,5,5,5,6,5,5,5,5,5,6,6,6,4,4,6,4,4,4
case_290;4,4,6,6,5,5,5,5,4,4,4,4,4,6,6,5,6,6,5,5
case_291;5,5,4,5,4,4,5,4,5,5,5,4,4,6,4,6,5,6,6,4
case_292;4,5,6,4,6,5,6,5,4,5,6,5,5,4,4,4,4,6,6,6
case_293;4,5,5,6,5,5,4,4,4,6,5,4,6,5,6,6,6,5,4,4
case_294;5,4,6,4,6,5,6,4,6,4,5,4,6,6,5,4,6,4,4,4
case_295;5,6,6,5,4,6,6,5,4,5,6,5,6,6,6,5,5,5,4,4
case_296;5,6,4,4,5,5,6,4,6,5,4,6,6,5,5,6,4,5,6,4
case_297;5,6,6,5,5,5,6,6,5,5,4,5,6,4,4,5,6,4,6,5
case_298;5,4,5,5,5,6,5,4,6,5,5,5,5,6,5,5,5,5,6,6
case_299;5,6,4,4,4,5,4,5,6,4,4,6,5,6,6,5,6,5,4,6
case_300;5,4,6,4,5,6,5,6,5,5,6,6,4,4,5,4,6,4,5,5
case_301;4,5,5,5,6,4,6,5,6,5,4,6,6,6,6,5,6,5,5,4
case_302;5,5,4,5,6,5,6,5,6,5,5,5,4,5,4,6,4,6,6,6
case_303;4,4,6,6,6,5,5,6,5,5,5,6,6,6,6,6,6,6,6,5
case_304;5,4,5,4,4,5,5,6,4,6,6,6,6,4,6,6,6,5,5,4
case_305;5,4,6,4,5,6,5,4,5,5,5,5,6,6,5,4,4,4,5,6
case_306;5,6,5,4,4,4,5,4,4,6,4,5,6,5,6,5,5,6,6,4
case_307;5,4,4,6,6,6,6,6,6,6,4,6,4,5,4,5,5,5,6,5
case_308;5,4,4,5,4,5,4,6,5,5,4,4,4,6,6,4,5,4,6,6
case_309;5,4,6,4,6,5,5,5,6,5,5,6,5,6,6,5,4,6,5,4
case_310;4,6,5,6,5,4,6,6,5,5,5,5,4,6,4,4,4,4,4,6
case_311;4,6,6,6,6,6,4,4,4,5,4,5,6,6,4,5,6,5,6,5
case_312;4,5,4,4,4,4,6,5,5,5,5,4,5,6,4,4,6,4,6,6
case_313;5,5,5,4,4,4,6,6,5,5,5,4,6,4,6,6,5,5,6,6
case_314;5,6,4,5,4,5,6,6,5,4,4,4,5,6,4,4,4,4,6,4
case_315;4,6,6,4,4,6,6,6,6,4,4,4,6,5,4,5,5,4,5,6
case_316;4,6,4,6,4,4,4,6,5,4,4,5,6,6,4,4,6,6,6,4
case_317;5,6,6,4,4,6,4,4,4,4,5,4,5,5,6,5,5,5,5,6
case_318;4,6,4,4,4,5,6,4,4,4,4,6,4,6,5,6,5,4,6,6
case_319;4,4,6,4,4,5,6,5,5,4,5,4,6,4,5,6,4,4,6,6
case_320;5,4,6,4,4,5,5,5,6,5,6,4,4,6,4,6,6,5,6,4
case_321;5,4,6,4,5,6,6,5,4,6,4,6,4,6,4,4,4,6,5,6
case_322;5,5,4,4,6,4,5,4,6,6,6,6,5,4,4,6,5,5,6,6
case_323;4,4,4,5,6,5,5,6,6,6,6,4,5,6,6,4,6,4,4,4
case_324;5,6,6,5,6,5,6,4,5,6,5,6,6,5,4,6,4,4,5,5
case_325;5,5,5,4,4,6,4,6,5,6,6,5,4,4,4,4,5,5,5,6
case_326;5,5,5,5,6,5,6,4,5,6,4,4,5,4,4,5,4,5,6,6
case_327;4,5,6,4,6,5,4,4,4,5,6,6,5,6,6,5,5,5,5,5
case_328;5,4,5,4,6,6,4,5,4,4,6,5,6,6,5,6,5,4,4,4
case_329;5,5,6,6,6,6,4,4,6,6,5,5,4,5,5,6,6,5,4,6
case_330;5,6,4,6,6,6,5,4,5,4,5,5,5,4,4,5,4,5,4,5
case_331;5,6,5,4,5,6,4,6,4,4,6,4,4,4,5,4,6,6,6,4
case_332;5,4,4,6,5,4,5,6,6,4,6,4,5,5,4,4,5,5,5,6
case_333;5,6,6,5,6,6,6,4,4,4,5,5,6,4,5,5,5,5,5,4
case_334;4,4,4,4,4,4,5,5,6,5,6,5,6,6,5,4,5,5,4,6
case_335;4,4,5,6,6,5,6,4,5,4,6,5,5,5,4,4,5,6,4,6
case_336;5,4,4,6,6,5,5,4,6,4,5,5,4,6,4,4,5,6,4,5
case_337;5,6,6,5,5,4,6,4,4,5,4,5,6,5,6,4,4,5,5,6
case_338;4,6,6,4,5,4,4,4,4,5,5,4,5,4,6,4,4,4,5,4
case_339;5,4,5,6,4,4,4,5,6,5,6,5,6,5,5,5,6,4,6,6
case_340;5,6,6,5,6,4,6,4,4,5,4,5,5,4,5,6,6,6,6,6
case_341;4,5,4,4,6,5,6,5,6,4,5,6,4,4,6,5,5,4,6,6
case_342;4,4,4,6,6,6,5,6,6,5,6,5,4,5,5,6,6,4,4,4
case_343;4,5,6,5,5,6,6,4,6,4,4,6,5,6,6,4,4,4,5,6
case_344;4,5,4,6,4,4,5,6,6,5,6,6,4,5,6,4,6,4,5,4
case_345;5,4,4,5,4,5,5,6,4,6,5,6,5,4,6,5,4,5,6,6
case_346;4,5,6,4,4,4,5,4,5,5,5,4,4,5,6,4,4,4,6,6
case_347;5,4,6,5,6,6,5,5,4,5,4,5,6,5,6,6,4,4,6,6
case_348;4,4,6,6,6,5,6,6,5,5,4,5,6,5,5,6,5,5,4,5
case_349;5,5,5,4,4,6,6,5,6,5,4,4,5,6,5,6,6,4,5,5
case_350;5,6,5,4,6,6,4,5,4,5,4,4,4,6,6,6,4,4,4,5
case_351;4,5,5,6,5,6,4,5,4,4,5,4,5,4,4,4,4,4,6,6
case_352;5,6,4,4,5,5,4,6,4,5,5,5,4,6,5,4,4,6,6,4
case_353;5,5,6,6,4,6,5,6,5,4,6,5,4,5,6,4,5,6,6,4
case_354;5,6,6,6,4,4,6,6,6,6,6,5,5,6,4,5,6,5,6,4
case_355;4,5,5,4,4,6,6,6,5,5,6,4,6,6,6,6,4,6,5,5
case_356;4,4,5,5,4,5,6,5,6,4,5,5,4,6,4,4,6,5,6,6
case_357;4,5,5,6,4,5,5,4,5,6,4,5,5,4,5,5,5,6,6,6
case_358;5,6,4,6,6,5,6,6,6,6,5,5,5,5,5,4,6,5,4,6
case_359;4,6,4,5,4,6,6,6,4,6,6,5,5,4,4,6,5,6,6,6
case_360;5,6,4,5,6,4,5,6,5,6,4,5,6,6,6,5,6,5,4,5
case_361;5,4,5,5,5,6,6,4,6,4,6,6,6,4,6,6,5,5,6,4
case_362;4,4,6,4,5,4,5,4,5,6,4,4,6,4,4,4,6,5,6,6
case_363;5,5,4,6,5,6,6,6,6,4,5,4,6,5,6,6,4,5,4,4
case_364;5,4,4,5,4,4,4,6,4,6,4,5,4,6,5,5,6,6,5,4
case_365;4,5,6,6,5,5,6,4,5,4,6,5,5,4,6,4,6,6,5,5
case_366;4,6,6,5,5,5,4,5,4,4,6,4,4,4,5,4,6,5,5,5
case_367;4,4,5,4,5,6,4,4,4,5,6,4,4,5,6,5,6,5,6,6
case_368;4,5,5,5,6,4,6,5,5,5,4,6,4,4,6,4,4,4,6,6
case_369;5,5,4,5,5,5,4,4,5,5,5,5,6,4,5,6,6,4,4,5
case_370;5,6,5,6,5,6,5,6,4,5,6,5,4,6,4,5,6,5,6,6
case_371;5,5,4,6,6,5,5,4,6,5,4,4,4,6,4,5,6,4,6,5
case_372;4,5,5,4,5,4,4,6,4,5,5,5,4,4,4,4,5,6,6,5
