trace_id;activity_ids
case_0;4,4,5,6,4,5,4,6,5,6,4,5,4,6,6,5,4,6,5,4
case_1;4,4,5,6,5,5,4,5,4,6,4,4,5,6,6,6,6,6,4,5
case_2;4,5,6,6,4,5,6,4,6,5,5,5,5,6,5,5,6,4,4,5
case_3;4,4,6,5,6,6,4,5,5,4,6,4,5,4,6,5,6,4,5,6
case_4;4,4,5,4,6,4,5,6,5,6,5,5,6,6,5,5,5,4,4,5
case_5;4,6,4,5,4,5,6,5,4,5,5,4,4,5,4,5,5,4,6,6
case_6;4,6,5,4,4,5,6,6,4,4,6,4,6,4,5,5,5,5,6,5
case_7;4,4,5,4,4,5,4,6,6,4,5,6,4,4,6,5,5,4,6,6
case_8;4,5,6,4,6,4,4,5,4,4,4,4,4,4,4,4,6,5,6,6
case_9;4,5,4,4,6,6,5,5,4,6,5,4,6,4,6,5,6,6,4,6
case_10;4,4,5,5,5,4,4,4,4,4,4,5,5,6,5,5,4,4,6,6
case_11;4,6,4,5,5,4,6,4,6,4,6,6,4,5,6,4,5,4,4,6
case_12;4,4,5,5,6,5,5,4,6,6,5,6,4,5,4,4,5,4,4,5
case_13;4,5,5,6,6,5,6,4,6,5,5,4,5,6,4,6,6,6,5,6
case_14;4,6,5,6,4,6,6,5,6,5,4,5,6,5,4,5,6,5,6,4
case_15;4,6,6,4,6,4,4,4,6,6,5,5,6,6,4,4,5,5,5,4
case_16;4,5,4,6,5,4,5,5,4,5,4,4,6,5,6,5,5,6,6,6
case_17;4,4,4,4,4,6,6,6,4,6,4,6,4,5,5,6,4,6,6,4
case_18;4,5,6,5,4,6,5,6,5,4,5,6,4,4,4,4,4,4,6,6
case_19;4,5,6,6,5,6,6,6,4,4,4,4,5,6,6,5,6,5,6,6
case_20;4,6,5,4,6,4,4,6,6,4,6,6,5,5,4,6,5,6,5,6
case_21;4,4,5,4,4,5,6,4,5,5,4,6,6,4,6,6,6,4,5,4
case_22;4,5,5,6,4,4,4,6,6,5,4,5,4,5,4,6,4,5,6,5
case_23;4,6,4,5,5,4,5,5,4,4,5,5,5,4,6,5,6,4,6,6
case_24;4,5,5,4,4,6,4,5,6,5,6,5,4,6,4,6,4,4,6,6
case_25;4,4,4,4,6,6,5,5,4,5,4,4,6,6,5,4,4,6,6,6
case_26;4,5,6,4,5,5,5,4,5,6,6,6,6,4,6,6,4,4,6,4
case_27;4,4,6,4,5,6,5,4,4,4,5,5,4,4,5,5,6,5,6,6
case_28;4,4,5,5,4,6,4,4,5,6,4,6,6,4,5,6,6,5,6,4
case_29;4,4,6,6,4,4,4,6,6,5,4,4,4,4,4,4,6,6,5,6
case_30;4,5,6,6,4,4,4,4,5,5,5,5,6,6,4,4,6,6,6,6
case_31;4,6,4,4,5,5,6,6,6,5,6,6,4,4,5,6,6,5,5,6
case_32;4,5,4,5,4,6,5,4,4,5,5,5,6,5,5,4,4,5,6,6
case_33;4,4,4,6,6,4,5,5,4,4,5,6,4,4,4,5,5,4,5,4
case_34;4,4,4,5,4,6,4,6,4,6,5,5,6,4,6,5,5,6,6,4
case_35;4,4,6,4,5,6,5,4,5,5,5,6,4,6,6,6,6,4,4,5
case_36;4,4,4,5,4,5,6,6,6,5,4,4,6,6,4,5,4,4,4,4
case_37;4,5,5,5,6,5,5,6,6,4,4,4,4,4,4,6,5,6,6,4
case_38;4,4,4,4,4,4,6,5,6,4,4,6,6,4,5,4,6,4,5,4
case_39;4,4,4,4,5,6,4,6,5,5,6,5,5,5,6,5,4,5,6,6
case_40;4,6,5,5,4,4,4,5,6,4,4,6,6,6,6,5,4,4,5,6
case_41;4,6,4,6,5,5,4,5,4,4,4,4,6,4,5,6,5,5,6,6
case_42;4,5,4,6,6,6,4,4,6,5,4,6,6,4,5,5,4,5,6,5
