trace_id;activity_ids
case_0;4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
case_1;4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
case_2;6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
case_3;4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
case_4;6,4,4,6,6,4,6,4,5,4,6,5,6,5,5,5,4,5,6,4
case_5;5,5,4,4,6,5,4,5,4,5,4,5,5,5,4,4,5,6,5,4
case_6;4,5,6,6,5,5,4,5,6,4,5,6,5,6,5,4,4,5,4,5
case_7;5,5,4,6,6,4,6,5,6,6,4,6,4,4,5,4,5,5,4,4
case_8;4,4,6,5,6,6,4,5,6,4,6,4,4,4,6,5,5,5,4,4
case_9;5,4,5,5,4,6,5,4,4,5,6,4,6,5,5,5,6,6,6,4
case_10;6,5,6,5,4,5,5,5,6,6,5,5,6,4,4,6,6,6,6,4
case_11;4,5,6,4,4,6,6,6,4,5,6,6,4,5,4,6,5,4,5,5
case_12;6,4,4,4,5,6,6,4,6,6,5,6,6,4,6,6,5,5,4,4
case_13;6,4,6,5,4,4,5,4,6,5,4,6,5,6,6,4,5,4,5,5
case_14;5,6,4,6,6,4,4,4,5,4,6,6,4,5,4,4,4,4,5,5
case_15;6,6,5,4,5,6,4,4,5,4,4,6,4,4,6,6,4,5,5,5
case_16;5,6,4,5,6,4,6,6,6,5,6,6,6,6,6,5,4,5,5,4
case_17;4,6,6,4,5,6,4,6,4,5,5,4,4,6,4,5,5,6,5,4
case_18;4,4,6,4,4,5,5,4,6,6,6,5,5,5,4,5,5,6,6,4
case_19;4,6,6,6,4,4,5,4,4,4,5,4,5,6,5,4,5,4,5,5
case_20;6,4,5,6,6,4,6,4,4,4,5,6,5,5,6,5,4,6,6,4
case_21;6,6,4,6,6,4,5,6,6,6,5,5,6,5,4,6,4,5,4,5
case_22;5,5,4,5,5,6,5,4,5,4,4,4,6,5,5,4,5,6,5,4
case_23;6,4,5,4,4,6,6,6,6,5,4,5,5,4,5,6,6,4,5,5
case_24;6,6,6,6,5,5,6,4,6,4,6,4,5,6,6,4,4,6,5,4
case_25;5,4,5,6,5,6,4,5,4,6,6,5,4,4,6,6,6,4,5,5
case_26;5,5,5,6,4,5,4,4,4,4,5,4,4,5,6,6,6,4,4,5
case_27;6,4,6,5,5,4,4,4,6,6,6,6,6,5,5,4,4,5,4,4
case_28;6,5,4,4,4,5,5,5,5,6,4,5,6,4,6,6,6,5,6,4
case_29;4,4,4,6,6,5,6,4,6,6,5,6,4,4,4,5,5,4,6,4
case_30;6,4,6,6,5,5,6,5,6,4,5,5,4,6,4,4,5,5,4,4
case_31;5,6,5,5,6,5,6,6,6,4,6,5,5,5,4,4,6,5,6,4
case_32;5,5,5,4,6,6,4,6,5,4,4,5,6,4,5,6,5,6,6,4
case_33;4,5,6,4,5,5,5,5,6,6,5,6,4,4,5,5,6,4,4,4
case_34;5,4,4,5,4,4,5,6,4,6,6,4,4,5,4,4,6,5,5,4
case_35;4,4,5,6,5,5,4,6,4,5,4,4,4,4,4,4,4,6,6,4
case_36;5,6,4,6,4,6,5,5,5,5,6,5,4,4,4,6,6,5,5,4
case_37;4,4,6,5,4,6,4,5,5,5,5,6,4,4,6,4,6,5,4,4
case_38;4,5,6,6,5,4,6,5,5,5,4,6,5,5,6,6,6,4,4,4
case_39;6,4,5,4,6,4,5,5,6,4,5,4,4,6,6,6,4,6,5,4
