epoch,train_loss,train_accuracy,"train_AlternatePrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=22))","train_AlternatePrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))",val_loss,val_accuracy,"val_AlternatePrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=22))","val_AlternatePrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))"
1,1.299667499925489,0.8286764025688171,0.033691501808731296,0.027341231665327505,1.1785796969891942,0.8431254625320435,0.030584595693350747,0.015696344710744183
2,1.0807638279610234,0.845313549041748,0.026457499895251597,0.020533869858400246,1.1490780347746985,0.8353493809700012,0.027949540463907286,0.020212722972115092
3,1.0866644218280392,0.84599769115448,0.024881891596680535,0.019697696400390152,1.1896545115198893,0.8435011506080627,0.026209391921052868,0.017898649728598715
4,1.0686636940722687,0.8438093066215515,0.02556121255962267,0.018117648788413526,1.1979234218689991,0.8476333618164062,0.02291126047226197,0.018096407649169175
5,1.0528430653216359,0.8459569215774536,0.026349037877125732,0.020988766403956152,1.1330655476437046,0.8379038572311401,0.04526803391502503,0.012597622809472022
6,1.050627887544776,0.845191240310669,0.025943404977557788,0.019205604165248743,1.0882140519023717,0.8491359949111938,0.020164939626835066,0.015179350141171192
7,1.0594534926416685,0.8463420271873474,0.029943829040971887,0.020274365776099177,1.105922764770783,0.8295266628265381,0.02555756964148047,0.03255089136186313
8,1.0565762269678662,0.8465323448181152,0.026900287639651806,0.02093781413999188,1.113882651634465,0.8383170366287231,0.04516577884566247,0.011160866006628259
9,1.044797914131534,0.8402571678161621,0.028234614377628028,0.019511797524008667,1.0682041239964306,0.847520649433136,0.02223787761262758,0.021499382347619833
10,1.0331630431359813,0.8462967276573181,0.030566477242667554,0.022675154338719705,1.08854242288395,0.8299399018287659,0.026075105980391537,0.013890624865946468
11,1.0322319293899642,0.844085693359375,0.027308175677453358,0.020080115417318686,1.0615786859969483,0.8522915244102478,0.028518426773473448,0.013583822774923513
12,1.0503822688124438,0.8477737903594971,0.02659254413881301,0.019608420393781,1.0865636229571607,0.8410217761993408,0.023822850722042634,0.023085849352516775
13,1.0525500886288124,0.847470223903656,0.02676516686484242,0.01901026388808369,1.0729268408317925,0.8449661731719971,0.027523340752691236,0.011858179243217451
14,1.047355172656761,0.8450326323509216,0.02518777047247563,0.01878771834073316,1.0883454609385004,0.8310668468475342,0.024706124348709654,0.011812457244208608
15,1.0493704340953647,0.8400351405143738,0.02589896124018925,0.0176709683238179,1.0444796771305807,0.8482719659805298,0.020816230792139578,0.015862705144743777
16,1.036055178058397,0.8435238599777222,0.026264206399115055,0.01857356884404597,1.100469440790718,0.8483095169067383,0.016848418984001516,0.01612630848487522
17,1.043363047671308,0.8465368747711182,0.024115777184211918,0.016108118368431745,1.0536945935431403,0.8483095169067383,0.02482263253243303,0.03200390040191464
18,1.028815457070144,0.8423866629600525,0.024744915192465872,0.01630364346611248,1.038759092914158,0.8269721865653992,0.023398753247067982,0.01770294340991901
19,1.0390272993443856,0.8447109460830688,0.02502344189588383,0.018462923834984095,1.0787255686582402,0.8465815186500549,0.03140487226481835,0.02619700399038899
20,1.0239737050157378,0.8448695540428162,0.02532166250000962,0.018055506177977465,1.1665232227214375,0.8459804654121399,0.023751527139300878,0.019230100924591695
21,1.0361369178382591,0.8441219329833984,0.025907321114721833,0.018905614062108948,1.0760026639024345,0.8491359949111938,0.023341834863876913,0.017189534590206043
22,1.0364467650537867,0.8455446362495422,0.02481603958349604,0.017514674901985054,1.060805810702781,0.8478963375091553,0.01724407324998592,0.017752163095088112
23,1.0333473641820778,0.8453679084777832,0.02518397994956493,0.017439414270856293,1.0787686618534231,0.8455672264099121,0.01662525518692751,0.018392475075718097
24,1.026450092963187,0.8480048775672913,0.02618891566106476,0.02036301638087339,1.084150619906552,0.846919596195221,0.028011034243520295,0.019996496081079028
25,1.0372990591758566,0.8456850647926331,0.025495331760395198,0.017578231843133427,1.0752058162936449,0.847445547580719,0.021080212159590286,0.014217851360487154
26,1.0446095433316713,0.8448197245597839,0.03515019325941747,0.01722422323865505,1.0620461643605483,0.8252817392349243,0.031870461038453965,0.02140774191382097
27,1.0431830779631015,0.8461064696311951,0.02500377806793688,0.01828592248764133,1.0505503498245974,0.8452291488647461,0.021764372030772538,0.016001146744916782
28,1.0363830043559372,0.8418520092964172,0.024701116260182766,0.01681147467521852,1.0486561487762645,0.8480089902877808,0.026079717622265915,0.02261390478397891
29,1.0394172968512148,0.8455899357795715,0.025055557589030376,0.01696827910624872,1.0768289709999401,0.8445153832435608,0.028996311315969258,0.017732738082512724
30,1.0252655002193323,0.8429530262947083,0.026548336223814,0.01662492787374536,1.0817449976534865,0.84718257188797,0.01991638042618975,0.01880708917394861
31,1.042546024641189,0.8465414047241211,0.02493692436194577,0.018684903260618262,1.1092526150186568,0.8397070169448853,0.02674989904311889,0.016820213100762656
32,1.0390650030795634,0.8411361575126648,0.026260564406720442,0.021269236563816376,1.1015061603701097,0.8287377953529358,0.024854549749649783,0.0243003973075686
33,1.0369350091345664,0.8475245833396912,0.02771410173235223,0.021097167115098073,1.0760892070428183,0.8449286222457886,0.02352171521591175,0.020440296511143742
34,1.0390631745153662,0.846854031085968,0.024461769319808133,0.018904802598587955,1.0720807241908428,0.8468068838119507,0.019832138435999066,0.02186014836211529
35,1.0403292747652897,0.8469038605690002,0.025870537402602752,0.019183728628644106,1.1043790119514771,0.8482719659805298,0.021357733298113003,0.01620009794227944
36,1.0493980886848366,0.8480320572853088,0.02477377587647365,0.019133201721735063,1.0695379563559866,0.8304657936096191,0.018135018436120063,0.016829420538509592
37,1.0470422795514482,0.8479686379432678,0.024161158073528047,0.018486049150439044,1.0401215651891385,0.8414350152015686,0.030302510906303995,0.01869140552873371
38,1.0560633987415264,0.8486799597740173,inf,0.019069225948216046,1.0938796627647138,0.8511645197868347,0.02322864332118956,0.01991256855206238
39,1.0344075302097853,0.8476242423057556,inf,0.02086745349005148,1.0521472596822414,0.8488354682922363,0.026883726178279263,0.020402490227526614
40,1.0436250672330247,0.8487388491630554,inf,0.02204627870704898,1.1031280368452767,0.8441022038459778,inf,0.015733155064040053
41,1.0387843115431872,0.8478372097015381,inf,0.020134771561392605,1.1327511829687928,0.8231780529022217,inf,0.02210927382965321
42,1.0431006513560706,0.8493052124977112,inf,0.02087149534426784,1.0599922711039216,0.8440645933151245,inf,0.020404609220459592
43,1.0552375520775723,0.8511900305747986,0.02507705000253288,0.020895848678237603,1.08181769768104,0.8488354682922363,0.02433053285133939,0.01849945598745091
44,1.0395182338350804,0.8498534560203552,0.024743881103974016,0.019928081601086677,1.059953621519183,0.8487227559089661,0.021926568517983643,0.020135634905332093
45,1.043661330022431,0.8486210703849792,0.026855658637679105,0.02021261184556469,1.0843442241982955,0.8510518670082092,0.021709140336085495,0.016032498696999662
46,1.054688192598309,0.8486573100090027,0.025401683839347416,0.019696869553188754,1.1039174467034834,0.8484973907470703,0.04327622709427288,0.022663867136647083
47,1.0456466365998158,0.8461381793022156,0.025106404831762675,0.020298528152022734,1.089234982336343,0.8506386280059814,0.018519063684392104,0.01845702795330307
48,1.0511358965946298,0.8505194783210754,0.02444574751841645,0.02019887277282677,1.0955427502835429,0.8482719659805298,0.027355389799026245,0.01702781047777332
49,1.0365163464648683,0.8501932621002197,inf,0.020547283368735115,1.0857034661102456,0.847783625125885,0.024035407260139995,0.01865048605217289
50,1.0505759218548847,0.8462740778923035,0.0237193606122766,0.019829792693529195,1.0640282988174337,0.851803183555603,0.02835325196647207,0.017377516438343583
51,1.0656852648420474,0.8472119569778442,0.028719916727654695,0.021550204478540873,1.1069709893822108,0.8419609069824219,0.026292879404777602,0.019767960489388184
52,1.0473362439352758,0.8491737842559814,0.02630992744881964,0.020064179017557686,1.0985831354388125,0.8332832455635071,0.01656066132830335,0.01750521126186875
53,1.0727836177429282,0.8503835201263428,0.025949904383259365,0.01971863267847364,1.1389053837184657,0.8485349416732788,0.0269315640738759,0.017725032372179608
54,1.0785318020892918,0.8505738377571106,inf,0.019364911923038207,1.1230432753605541,0.8485349416732788,0.02617785254901743,0.017492932340769117
55,1.0767522234756441,0.8500799536705017,0.025211824388328214,0.01914101296480525,1.1261292765489703,0.8502253890037537,0.02309882977793834,0.022243333463909245
56,1.0623238394193004,0.8508411645889282,0.02587832549613758,0.019407843117819144,1.1106486697437212,0.8489857316017151,0.029306393893644773,0.017681602852502972
57,1.0469771102961134,0.8456986546516418,0.026168993282527635,0.022056158411774985,1.0924739805001802,0.8451540470123291,0.02319414821446989,0.020296431753451447
58,1.0889534400974614,0.8482676148414612,0.026980881602616785,0.01965471062827377,1.1008517099749808,0.8421487808227539,0.027980753900077707,0.01921102762040152
59,1.0561951192950818,0.8474249243736267,0.02553750293759747,0.01937501405915805,1.0866294963187306,0.8259955048561096,0.02966887919933765,0.02039695633013254
60,1.0571058761871746,0.8490016460418701,0.025607444390786938,0.019608744111508827,1.0824135858834554,0.8456048369407654,0.029424881916905832,0.01590707422304554
61,1.0572969727017074,0.8499531149864197,0.025408045031049892,0.019805573975303154,1.1007021615698511,0.836513876914978,0.02779266805116961,0.013469259095975149
62,1.0471445915468007,0.849445641040802,0.025652258053858946,0.01919657999128516,1.0807985566612177,0.8507513403892517,0.02024865851682775,0.02117667760987424
63,1.0457964813718976,0.8490786552429199,inf,0.019220575036946994,1.0796924185424255,0.8500375747680664,inf,0.01717014591415207
64,1.0397429856896105,0.8482857942581177,inf,0.019412818423245763,1.0889661393583026,0.8500751256942749,0.0188889302216567,0.017909661607035613
65,1.0530622294533019,0.8502113819122314,inf,0.019509092125604324,1.1430503721581,0.8429751992225647,0.025750691058346112,0.018713159266093744
66,1.0431141707799017,0.8495906591415405,0.026140314800052203,0.01960582494712944,1.064286030880744,0.8509016036987305,0.023995026274434113,0.01955503202559294
67,1.0576921661114407,0.8498625159263611,0.02571739338794562,0.01898250237999724,1.1010954758322844,0.8450037837028503,0.031845589918977346,0.0194814090422768
68,1.048960057259923,0.8490560054779053,0.025746298833794756,0.01884874520733154,1.114251321911,0.8494365215301514,0.02452394268365194,0.019227025343135078
69,1.0688041637261552,0.8492146134376526,inf,0.0192447597083896,1.2348897027576509,0.847520649433136,0.0319789035161822,0.020576410661497766
70,1.0662535707921923,0.8493323922157288,0.02617022588995674,0.01927522531677561,1.1165152383869374,0.8506386280059814,0.02468338788602988,0.021484977967689927
71,1.0481971281320084,0.8487750887870789,0.027750156080384617,0.01938488812737643,1.1224200118771346,0.8486852049827576,0.026929507281053512,0.0174729392399216
72,1.0643393844588942,0.8488430380821228,inf,0.019359740284956087,1.0945930162389006,0.8331705331802368,0.020849135834538728,0.019529392192890117
73,1.053953872726978,0.847905158996582,0.02496625204484389,0.01899399831627738,1.0873666984330543,0.851540207862854,0.023476899990696683,0.01714544809893673
74,1.0602631757080803,0.8473116159439087,inf,0.01950208517231815,1.0740308444042659,0.8505634665489197,0.02076981657784435,0.016278359341748896
75,1.0482778379927773,0.8488203883171082,0.03161427442705703,0.01964772272524468,1.3102193342062407,0.8492110967636108,0.02899723366255793,0.018066977434617312
76,1.0716035209943842,0.8484896421432495,inf,0.019101385731377794,1.1346351907159635,0.847858726978302,0.021192411596853374,0.01701362329735111
77,1.0877934458472935,0.8478779792785645,0.026037935575699667,0.019246604155874696,1.147740819831502,0.8422614336013794,0.0216351688317983,0.01756250330106824
78,1.14118841578907,0.8480094075202942,0.02723764478220891,0.019406236166575542,1.2545249676122956,0.8504132032394409,0.02928300146113105,0.017969235561566103
