case:concept:name,concept:name,time:timestamp
case_0,b,2025-02-24 19:28:11.566222
case_0,b,2025-02-24 19:33:11.566222
case_0,c,2025-02-24 19:38:11.566222
case_0,a,2025-02-24 19:43:11.566222
case_0,b,2025-02-24 19:48:11.566222
case_0,c,2025-02-24 19:53:11.566222
case_0,b,2025-02-24 19:58:11.566222
case_0,a,2025-02-24 20:03:11.566222
case_0,c,2025-02-24 20:08:11.566222
case_0,a,2025-02-24 20:13:11.566222
case_0,b,2025-02-24 20:18:11.566222
case_0,c,2025-02-24 20:23:11.566222
case_0,b,2025-02-24 20:28:11.566222
case_0,a,2025-02-24 20:33:11.566222
case_0,a,2025-02-24 20:38:11.566222
case_0,c,2025-02-24 20:43:11.566222
case_0,b,2025-02-24 20:48:11.566222
case_0,a,2025-02-24 20:53:11.566222
case_0,c,2025-02-24 20:58:11.566222
case_0,b,2025-02-24 21:03:11.566222
case_1,b,2025-02-24 19:28:11.566263
case_1,b,2025-02-24 19:33:11.566263
case_1,c,2025-02-24 19:38:11.566263
case_1,a,2025-02-24 19:43:11.566263
case_1,c,2025-02-24 19:48:11.566263
case_1,c,2025-02-24 19:53:11.566263
case_1,b,2025-02-24 19:58:11.566263
case_1,c,2025-02-24 20:03:11.566263
case_1,b,2025-02-24 20:08:11.566263
case_1,a,2025-02-24 20:13:11.566263
case_1,b,2025-02-24 20:18:11.566263
case_1,b,2025-02-24 20:23:11.566263
case_1,c,2025-02-24 20:28:11.566263
case_1,a,2025-02-24 20:33:11.566263
case_1,a,2025-02-24 20:38:11.566263
case_1,a,2025-02-24 20:43:11.566263
case_1,a,2025-02-24 20:48:11.566263
case_1,a,2025-02-24 20:53:11.566263
case_1,b,2025-02-24 20:58:11.566263
case_1,c,2025-02-24 21:03:11.566263
case_2,b,2025-02-24 19:28:11.566296
case_2,c,2025-02-24 19:33:11.566296
case_2,a,2025-02-24 19:38:11.566296
case_2,a,2025-02-24 19:43:11.566296
case_2,b,2025-02-24 19:48:11.566296
case_2,c,2025-02-24 19:53:11.566296
case_2,a,2025-02-24 19:58:11.566296
case_2,b,2025-02-24 20:03:11.566296
case_2,a,2025-02-24 20:08:11.566296
case_2,c,2025-02-24 20:13:11.566296
case_2,c,2025-02-24 20:18:11.566296
case_2,c,2025-02-24 20:23:11.566296
case_2,c,2025-02-24 20:28:11.566296
case_2,a,2025-02-24 20:33:11.566296
case_2,c,2025-02-24 20:38:11.566296
case_2,c,2025-02-24 20:43:11.566296
case_2,a,2025-02-24 20:48:11.566296
case_2,b,2025-02-24 20:53:11.566296
case_2,b,2025-02-24 20:58:11.566296
case_2,c,2025-02-24 21:03:11.566296
case_3,b,2025-02-24 19:28:11.566333
case_3,b,2025-02-24 19:33:11.566333
case_3,a,2025-02-24 19:38:11.566333
case_3,c,2025-02-24 19:43:11.566333
case_3,a,2025-02-24 19:48:11.566333
case_3,a,2025-02-24 19:53:11.566333
case_3,b,2025-02-24 19:58:11.566333
case_3,c,2025-02-24 20:03:11.566333
case_3,c,2025-02-24 20:08:11.566333
case_3,b,2025-02-24 20:13:11.566333
case_3,a,2025-02-24 20:18:11.566333
case_3,b,2025-02-24 20:23:11.566333
case_3,c,2025-02-24 20:28:11.566333
case_3,b,2025-02-24 20:33:11.566333
case_3,a,2025-02-24 20:38:11.566333
case_3,c,2025-02-24 20:43:11.566333
case_3,a,2025-02-24 20:48:11.566333
case_3,b,2025-02-24 20:53:11.566333
case_3,c,2025-02-24 20:58:11.566333
case_3,a,2025-02-24 21:03:11.566333
case_4,b,2025-02-24 19:28:11.566364
case_4,b,2025-02-24 19:33:11.566364
case_4,c,2025-02-24 19:38:11.566364
case_4,b,2025-02-24 19:43:11.566364
case_4,a,2025-02-24 19:48:11.566364
case_4,b,2025-02-24 19:53:11.566364
case_4,c,2025-02-24 19:58:11.566364
case_4,a,2025-02-24 20:03:11.566364
case_4,c,2025-02-24 20:08:11.566364
case_4,a,2025-02-24 20:13:11.566364
case_4,c,2025-02-24 20:18:11.566364
case_4,c,2025-02-24 20:23:11.566364
case_4,a,2025-02-24 20:28:11.566364
case_4,a,2025-02-24 20:33:11.566364
case_4,c,2025-02-24 20:38:11.566364
case_4,c,2025-02-24 20:43:11.566364
case_4,c,2025-02-24 20:48:11.566364
case_4,b,2025-02-24 20:53:11.566364
case_4,b,2025-02-24 20:58:11.566364
case_4,c,2025-02-24 21:03:11.566364
case_5,b,2025-02-24 19:28:11.566395
case_5,a,2025-02-24 19:33:11.566395
case_5,b,2025-02-24 19:38:11.566395
case_5,c,2025-02-24 19:43:11.566395
