trace_id;activity_ids
1-516860557;5,5,6
1-517002080;5,4,5,5,5,6
1-517045062;5,4,5,5,5,6
1-517399487;5,4,5,5,4,5,5,5,4,5,5,5,6
1-517490964;5,4,5,5,5,6
1-517828743;5,4,5,5,5,6
1-518362551;5,4,5,5,5,6
1-519020627;5,6
1-519065883;5,5,4,5,5,4,5,5,6
1-519054737;5,5,5,5,6
1-519085985;5,4,5,5,4,5,5,5,4,5,5,5,6
1-519147007;5,4,5,6
1-519167681;5,5,4,5,6,5,4,5,4,5,6,5,5,5,5,5,5,5,6
1-519386144;5,6
1-520127960;5,5,6
1-520234084;5,4,5,5,5,6
1-520705880;5,5,6
1-521122392;5,4,5,5,5,6
1-521431857;5,4,5,5,5,6
1-521555370;5,6
1-521628291;5,6
1-522222222;5,6
1-522460624;5,4,5,5,5,6
1-522734472;5,4,5,5,5,6
1-522949376;5,4,5,5,5,5,6
1-523027945;5,5,6
1-523069229;5,5,5,6
1-523311541;5,4,5,5,5,6
1-523392191;5,4,5,5,5,6
1-523361887;5,4,5,5,5,6
1-523637826;5,6
1-524169663;5,5,5,4,4,5,5,5,5,6
1-524356958;5,5,5,6
1-524328647;5,6
1-524375607;5,5,5,5,6
1-525132931;5,5,5,5,6
1-525447561;5,5,5,5,6
1-525477138;5,5,6
1-525489753;5,4,5,5,5,6
1-525589021;5,6
1-526037041;5,6
1-526344555;5,4,5,5,5,6
1-526369142;5,5,6
1-526414477;5,4,5,5,5,6
1-526414833;5,4,5,5,5,6
1-526647987;5,5,6
1-527208576;5,5,6
1-527928641;5,5,6
1-528251011;5,4,5,5,6
1-528332261;5,5,5,5,6
1-528716762;5,5,5,6
1-528755863;5,5,6
1-529091253;5,5,6
1-529091311;5,5,6
1-529471141;5,4,5,5,6
1-530147896;5,4,5,5,4,5,4,5,5,5,6
1-530568802;5,4,5,5,5,4,5,5,4,5,5,5,6
1-530539767;5,4,5,5,5,6
1-531435394;5,5,6
1-531872604;5,5,4,5,5,5,5,5,6
1-532038065;5,5,5,6
1-532084405;5,4,5,5,5,6
1-532544114;5,5,6
1-532816930;5,5,6
1-533449912;5,4,5,5,5,6
1-533851634;5,4,5,5,5,6
1-534020390;5,5,5,5,6
1-534493180;5,5,5,5,6
1-534702904;5,5,6
1-535052125;5,5,5,4,5,4,5,4,5,4,5,5,5,6
1-535233659;5,4,5,5,5,6
1-535393553;5,6
1-535439201;5,5,6
1-535418135;5,5,5,5,6
1-535813109;5,6
1-535813203;5,6
1-535813236;5,6
1-535813278;5,6
1-535813300;5,6
1-535813432;5,6
1-535813517;5,6
1-535813813;5,6
1-536299706;5,4,5,5,4,5,5,4,4,5,5,5,6
1-536904633;5,6
1-537169872;5,4,5,4,5,5,6
1-537311033;4,5,6
1-537601770;5,4,5,5,6
1-537902763;5,6
1-537984625;5,4,5,6
1-538109148;5,5,5,5,5,5,6
1-538226806;5,6
1-538297321;5,4,5,5,5,6
1-538411483;5,5,5,6
1-538467021;5,4,5,5,6
1-539000895;5,6
1-539083171;5,5,6
1-539633138;5,4,5,5,5,6
1-539752329;5,5,5,6
1-539805130;5,5,6
1-540408651;5,4,5,5,5,6
1-540500545;5,5,6
1-540531611;5,5,5,6
1-540549141;5,5,5,5,5,6
1-540549178;5,5,5,5,6
1-540549229;5,5,5,5,6
1-540631861;5,4,4,5,5,5,5,5,5,5,6
1-540723633;5,4,5,5,5,6
1-540904745;5,4,5,5,5,6
1-540947390;5,4,5,5,6
1-541028557;5,4,5,5,5,6
1-541088014;5,5,5,6
1-541565290;5,4,5,5,5,6
1-541566505;5,4,5,5,5,6
1-541655216;5,4,5,5,5,6
1-541686305;5,4,5,5,5,6
1-542027112;5,5,5,5,5,5,6
1-542568265;5,5,4,5,5,5,5,5,6
1-542919207;5,4,4,5,6
1-542940765;5,5,4,5,5,5,4,5,5,6
1-543300099;5,5,5,5,6
1-543227320;5,4,5,5,5,5,5,6
1-543653631;5,5,5,5,5,5,6
1-544020953;5,5,5,5,5,5,5,5,6
1-544200884;5,5,6
1-544527205;5,5,6
1-544595401;5,4,5,5,6
1-544876956;5,5,6
1-545370610;5,4,5,5,4,5,5,5,4,5,6
1-545738536;5,5,5,5,6
1-545911672;5,4,5,4,5,5,6
1-546272906;5,5,5,5,6
1-546692981;5,6
1-546693092;5,6
1-546838031;5,5,4,5,4,5,5,6
1-547539001;5,6
1-547617088;5,5,5,5,6
1-547802271;5,6
1-548188531;5,6
1-548188557;5,6
1-548188833;5,6
1-549431982;5,4,5,5,6
1-550036329;5,4,4,5,5,5,5,6
1-550159631;5,5,5,5,6
1-550611848;5,6
1-550577363;5,5,5,5,6
1-553276916;5,6,5,5,6
1-555105571;5,4,5,5,5,6
1-557618809;5,6
1-557739965;5,5,6
1-560246371;5,5,4,5,5,6
1-560404489;5,4,5,4,5,5,5,5,5,5,5,4,5,5,6
1-560419045;5,4,5,5,5,6
1-560418897;5,4,5,5,5,6
1-560504546;5,4,5,5,5,5,5,6
1-560703011;5,5,6
1-561068081;5,6
1-561190012;5,4,5,5,5,6
1-562022682;5,4,5,5,5,6
1-562807927;5,5,5,6
1-562778111;4,4,5,6
1-563156866;5,5,6
1-563156881;5,5,6
1-563477371;5,4,5,5,4,5,4,5,4,5,5,6
1-563779807;5,5,5,5,5,6
1-564311006;5,4,5,5,5,6
1-564433915;5,4,5,5,6
1-564528496;5,4,5,5,5,6
1-564738994;5,5,5,6
1-564903210;5,4,5,5,5,6
1-565030154;5,6
1-565319816;5,6
1-565807612;5,5,5,5,5,5,6
1-565905115;5,5,6
1-566003511;5,4,5,6
1-566096602;5,4,5,6
1-566101203;5,6
1-566332021;5,4,5,5,5,6
1-566642468;5,4,5,5,5,6
1-566661201;5,5,6
1-567100387;5,6
1-567362335;5,5,6
1-567440922;5,4,5,5,5,6
1-567718361;5,6
1-567958551;5,5,6
1-567981735;5,4,5,5,5,6
1-572078531;5,4,5,4,5,5,5,6
1-572330175;5,4,4,4,5,6
1-572625937;5,4,5,5,5,6
1-572730349;5,5,5,5,6
1-572802327;5,4,5,6
1-573215995;5,5,5,5,6
1-573280988;5,6
1-573278049;5,5,6
1-573316263;5,4,5,5,6
1-573501251;5,5,4,5,5,5,6
