trace_id;activity_ids
Application_652823628;4,5,6,6,7,8,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,15,15,16,15,20,21,15
Application_1691306052;4,5,6,6,7,8,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,15,15,15,15,22,23,15
Application_428409768;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,10,11,24,12,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,18,18,15,15,16,15,20,21,15
Application_1746793196;4,5,6,6,6,7,7,8,7,7,7,7,7,7,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,10,11,12,13,13,13,15,15,16,17,15,15,15,15,15,15,15,15,18,18,19,18,18,18,18,15,15,16,15,15,15,15,15,15,15,15,15,18,18,19,18,18,18,18,18,18,15,15,16,15,15,20,21,15,24
Application_828200680;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_1085880569;4,5,6,6,7,8,7,7,7,9,10,11,12,7,13,13,14,13,13,13,10,11,12,25,24,24,13
Application_1266995739;4,5,6,6,7,8,7,7,7,7,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,18,18,18,18,18,18,18,18,18,25,24,18
Application_1878239836;4,5,6,6,7,8,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,15,22,23,15
Application_619403287;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,20,21,18
Application_1710223761;4,5,6,6,7,8,7,7,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_1529124572;4,5,6,6,7,8,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,18,18,15,15,16,15,20,21,15
Application_387012864;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_1120819670;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,15,15,16,15,15,15,15,20,21,15
Application_42838382;4,5,6,6,7,8,7,7,7,7,7,9,10,11,10,11,12,12,7,13,13,14,13,13,13,10,11,12,25,24,24,24,13
Application_180547487;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,15,15,16,15,15,15,15,15,15,15,15,15,18,18,19,18,18,18,18,15,15,16,15,15,20,21,15
Application_1966208034;4,5,6,6,7,8,7,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_1806387393;4,5,6,6,6,7,7,8,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,15,15,15,15,15,22,23,15
Application_1111870538;4,5,6,6,7,8,7,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_1017492916;4,5,6,6,7,8,7,7,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_2082119944;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,20,21,15
Application_758985626;4,5,6,6,7,8,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,15,18,18,19,18,18,18,18,18,20,21,18
Application_1018615109;4,5,6,6,7,8,7,9,10,11,10,11,12,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,20,21,18,24
Application_319587802;4,5,6,6,6,7,7,8,7,7,7,7,7,7,7,7,9,10,11,10,11,12,12,7,13,13,14,13,13,13,10,11,12,13,15,15,16,17,15,15,15,15,22,23,23,23,15
