case:concept:name,concept:name,time:timestamp
case_0,c,2025-02-24 19:28:11.208337
case_0,b,2025-02-24 19:33:11.208337
case_0,a,2025-02-24 19:38:11.208337
case_0,a,2025-02-24 19:43:11.208337
case_0,c,2025-02-24 19:48:11.208337
case_0,b,2025-02-24 19:53:11.208337
case_0,c,2025-02-24 19:58:11.208337
case_0,b,2025-02-24 20:03:11.208337
case_0,c,2025-02-24 20:08:11.208337
case_0,c,2025-02-24 20:13:11.208337
case_0,a,2025-02-24 20:18:11.208337
case_0,c,2025-02-24 20:23:11.208337
case_0,a,2025-02-24 20:28:11.208337
case_0,c,2025-02-24 20:33:11.208337
case_0,a,2025-02-24 20:38:11.208337
case_0,a,2025-02-24 20:43:11.208337
case_0,a,2025-02-24 20:48:11.208337
case_0,c,2025-02-24 20:53:11.208337
case_0,c,2025-02-24 20:58:11.208337
case_0,b,2025-02-24 21:03:11.208337
case_1,c,2025-02-24 19:28:11.208377
case_1,a,2025-02-24 19:33:11.208377
case_1,b,2025-02-24 19:38:11.208377
case_1,a,2025-02-24 19:43:11.208377
case_1,c,2025-02-24 19:48:11.208377
case_1,c,2025-02-24 19:53:11.208377
case_1,b,2025-02-24 19:58:11.208377
case_1,a,2025-02-24 20:03:11.208377
case_1,c,2025-02-24 20:08:11.208377
case_1,c,2025-02-24 20:13:11.208377
case_1,c,2025-02-24 20:18:11.208377
case_1,c,2025-02-24 20:23:11.208377
case_1,a,2025-02-24 20:28:11.208377
case_1,a,2025-02-24 20:33:11.208377
case_1,b,2025-02-24 20:38:11.208377
case_1,c,2025-02-24 20:43:11.208377
case_1,c,2025-02-24 20:48:11.208377
case_1,a,2025-02-24 20:53:11.208377
case_1,a,2025-02-24 20:58:11.208377
case_1,b,2025-02-24 21:03:11.208377
case_2,c,2025-02-24 19:28:11.208409
case_2,b,2025-02-24 19:33:11.208409
case_2,c,2025-02-24 19:38:11.208409
case_2,c,2025-02-24 19:43:11.208409
case_2,b,2025-02-24 19:48:11.208409
case_2,c,2025-02-24 19:53:11.208409
case_2,c,2025-02-24 19:58:11.208409
case_2,a,2025-02-24 20:03:11.208409
case_2,a,2025-02-24 20:08:11.208409
case_2,b,2025-02-24 20:13:11.208409
case_2,a,2025-02-24 20:18:11.208409
case_2,a,2025-02-24 20:23:11.208409
case_2,b,2025-02-24 20:28:11.208409
case_2,c,2025-02-24 20:33:11.208409
case_2,b,2025-02-24 20:38:11.208409
case_2,a,2025-02-24 20:43:11.208409
case_2,c,2025-02-24 20:48:11.208409
case_2,c,2025-02-24 20:53:11.208409
case_2,c,2025-02-24 20:58:11.208409
case_2,b,2025-02-24 21:03:11.208409
case_3,c,2025-02-24 19:28:11.208441
case_3,a,2025-02-24 19:33:11.208441
case_3,b,2025-02-24 19:38:11.208441
case_3,c,2025-02-24 19:43:11.208441
case_3,a,2025-02-24 19:48:11.208441
case_3,c,2025-02-24 19:53:11.208441
case_3,c,2025-02-24 19:58:11.208441
case_3,c,2025-02-24 20:03:11.208441
case_3,b,2025-02-24 20:08:11.208441
case_3,a,2025-02-24 20:13:11.208441
case_3,c,2025-02-24 20:18:11.208441
case_3,c,2025-02-24 20:23:11.208441
case_3,a,2025-02-24 20:28:11.208441
case_3,c,2025-02-24 20:33:11.208441
case_3,b,2025-02-24 20:38:11.208441
case_3,c,2025-02-24 20:43:11.208441
case_3,b,2025-02-24 20:48:11.208441
case_3,c,2025-02-24 20:53:11.208441
case_3,a,2025-02-24 20:58:11.208441
case_3,b,2025-02-24 21:03:11.208441
case_4,c,2025-02-24 19:28:11.208473
case_4,a,2025-02-24 19:33:11.208473
case_4,a,2025-02-24 19:38:11.208473
case_4,b,2025-02-24 19:43:11.208473
case_4,a,2025-02-24 19:48:11.208473
case_4,c,2025-02-24 19:53:11.208473
case_4,c,2025-02-24 19:58:11.208473
case_4,b,2025-02-24 20:03:11.208473
case_4,c,2025-02-24 20:08:11.208473
case_4,b,2025-02-24 20:13:11.208473
case_4,a,2025-02-24 20:18:11.208473
case_4,c,2025-02-24 20:23:11.208473
case_4,a,2025-02-24 20:28:11.208473
case_4,c,2025-02-24 20:33:11.208473
case_4,a,2025-02-24 20:38:11.208473
case_4,c,2025-02-24 20:43:11.208473
case_4,c,2025-02-24 20:48:11.208473
case_4,a,2025-02-24 20:53:11.208473
case_4,c,2025-02-24 20:58:11.208473
case_4,b,2025-02-24 21:03:11.208473
case_5,c,2025-02-24 19:28:11.208504
case_5,c,2025-02-24 19:33:11.208504
case_5,b,2025-02-24 19:38:11.208504
case_5,c,2025-02-24 19:43:11.208504
case_5,c,2025-02-24 19:48:11.208504
case_5,a,2025-02-24 19:53:11.208504
case_5,a,2025-02-24 19:58:11.208504
case_5,b,2025-02-24 20:03:11.208504
case_5,a,2025-02-24 20:08:11.208504
case_5,a,2025-02-24 20:13:11.208504
case_5,a,2025-02-24 20:18:11.208504
case_5,c,2025-02-24 20:23:11.208504
case_5,a,2025-02-24 20:28:11.208504
case_5,c,2025-02-24 20:33:11.208504
case_5,b,2025-02-24 20:38:11.208504
case_5,c,2025-02-24 20:43:11.208504
case_5,b,2025-02-24 20:48:11.208504
case_5,a,2025-02-24 20:53:11.208504
case_5,c,2025-02-24 20:58:11.208504
case_5,b,2025-02-24 21:03:11.208504
case_6,c,2025-02-24 19:28:11.208536
case_6,a,2025-02-24 19:33:11.208536
case_6,a,2025-02-24 19:38:11.208536
case_6,c,2025-02-24 19:43:11.208536
case_6,b,2025-02-24 19:48:11.208536
case_6,c,2025-02-24 19:53:11.208536
case_6,c,2025-02-24 19:58:11.208536
case_6,c,2025-02-24 20:03:11.208536
case_6,b,2025-02-24 20:08:11.208536
case_6,c,2025-02-24 20:13:11.208536
case_6,c,2025-02-24 20:18:11.208536
case_6,b,2025-02-24 20:23:11.208536
case_6,a,2025-02-24 20:28:11.208536
case_6,a,2025-02-24 20:33:11.208536
case_6,a,2025-02-24 20:38:11.208536
case_6,a,2025-02-24 20:43:11.208536
case_6,b,2025-02-24 20:48:11.208536
case_6,c,2025-02-24 20:53:11.208536
case_6,a,2025-02-24 20:58:11.208536
case_6,b,2025-02-24 21:03:11.208536
case_7,c,2025-02-24 19:28:11.208567
case_7,b,2025-02-24 19:33:11.208567
case_7,c,2025-02-24 19:38:11.208567
case_7,c,2025-02-24 19:43:11.208567
case_7,c,2025-02-24 19:48:11.208567
case_7,a,2025-02-24 19:53:11.208567
case_7,c,2025-02-24 19:58:11.208567
case_7,a,2025-02-24 20:03:11.208567
case_7,b,2025-02-24 20:08:11.208567
case_7,a,2025-02-24 20:13:11.208567
case_7,a,2025-02-24 20:18:11.208567
case_7,c,2025-02-24 20:23:11.208567
case_7,c,2025-02-24 20:28:11.208567
case_7,a,2025-02-24 20:33:11.208567
case_7,a,2025-02-24 20:38:11.208567
case_7,a,2025-02-24 20:43:11.208567
case_7,a,2025-02-24 20:48:11.208567
case_7,c,2025-02-24 20:53:11.208567
case_7,c,2025-02-24 20:58:11.208567
