case:concept:name,concept:name,time:timestamp
case_0,b,2025-02-24 19:28:12.220020
case_0,b,2025-02-24 19:33:12.220020
case_0,b,2025-02-24 19:38:12.220020
case_0,b,2025-02-24 19:43:12.220020
case_0,b,2025-02-24 19:48:12.220020
case_0,b,2025-02-24 19:53:12.220020
case_0,b,2025-02-24 19:58:12.220020
case_0,b,2025-02-24 20:03:12.220020
case_0,b,2025-02-24 20:08:12.220020
case_0,b,2025-02-24 20:13:12.220020
case_0,b,2025-02-24 20:18:12.220020
case_0,b,2025-02-24 20:23:12.220020
case_0,b,2025-02-24 20:28:12.220020
case_0,b,2025-02-24 20:33:12.220020
case_0,b,2025-02-24 20:38:12.220020
case_0,b,2025-02-24 20:43:12.220020
case_0,b,2025-02-24 20:48:12.220020
case_0,b,2025-02-24 20:53:12.220020
case_0,b,2025-02-24 20:58:12.220020
case_0,b,2025-02-24 21:03:12.220020
case_1,c,2025-02-24 19:28:12.220060
case_1,c,2025-02-24 19:33:12.220060
case_1,c,2025-02-24 19:38:12.220060
case_1,c,2025-02-24 19:43:12.220060
case_1,c,2025-02-24 19:48:12.220060
case_1,c,2025-02-24 19:53:12.220060
case_1,c,2025-02-24 19:58:12.220060
case_1,c,2025-02-24 20:03:12.220060
case_1,c,2025-02-24 20:08:12.220060
case_1,c,2025-02-24 20:13:12.220060
case_1,c,2025-02-24 20:18:12.220060
case_1,c,2025-02-24 20:23:12.220060
case_1,c,2025-02-24 20:28:12.220060
case_1,c,2025-02-24 20:33:12.220060
case_1,c,2025-02-24 20:38:12.220060
case_1,c,2025-02-24 20:43:12.220060
case_1,c,2025-02-24 20:48:12.220060
case_1,c,2025-02-24 20:53:12.220060
case_1,c,2025-02-24 20:58:12.220060
case_1,c,2025-02-24 21:03:12.220060
case_2,a,2025-02-24 19:28:12.220092
case_2,b,2025-02-24 19:33:12.220092
case_2,a,2025-02-24 19:38:12.220092
case_2,a,2025-02-24 19:43:12.220092
