trace_id;activity_ids
case_400;4,4,4,6,4,6,5,6,6,4,6,6,4,5,4,5,6,6,5,5
case_401;6,6,5,4,6,4,4,4,5,5,4,4,5,5,4,5,4,5,5,5
case_402;4,4,5,4,5,4,4,4,5,4,4,6,6,5,6,6,6,4,5,5
case_403;4,6,4,5,5,6,4,6,6,5,5,5,4,5,5,5,5,6,6,5
case_404;5,6,6,5,4,6,4,6,5,5,4,4,4,6,6,6,5,5,4,5
case_405;4,4,5,4,4,6,4,4,6,5,6,4,4,5,4,4,6,6,5,5
case_406;4,4,4,6,4,4,4,6,6,5,4,5,4,5,6,6,5,5,5,5
case_407;6,4,4,4,6,6,6,6,4,6,6,4,6,5,6,5,6,6,5,5
case_408;6,6,5,5,5,6,6,5,5,5,5,6,6,4,5,4,6,4,6,4
case_409;5,6,4,4,5,5,4,5,4,5,5,4,5,5,4,4,6,4,6,6
case_410;5,4,4,4,6,4,4,6,6,4,6,4,5,5,4,4,6,5,4,5
case_411;6,6,6,5,4,4,4,6,6,6,5,5,4,6,6,4,5,6,5,5
case_412;6,4,6,4,5,5,5,5,6,4,6,4,4,4,6,4,6,4,6,6
case_413;6,5,4,6,4,5,5,6,4,5,6,5,4,6,4,5,5,6,6,6
case_414;4,4,5,5,5,5,4,5,5,5,5,5,6,5,6,6,4,5,5,4
case_415;4,4,4,5,4,6,5,5,6,4,4,4,5,4,5,6,6,5,5,4
case_416;6,5,6,5,5,4,5,5,5,4,4,5,5,5,4,5,6,5,6,6
case_417;5,6,6,6,5,5,4,4,4,6,6,4,5,4,6,4,5,5,5,5
case_418;4,6,5,6,5,4,5,6,5,4,5,6,5,6,6,4,6,5,5,6
case_419;5,4,5,6,6,4,5,4,6,6,4,6,6,6,6,6,4,5,5,6
case_420;4,4,5,6,4,5,5,5,4,4,6,6,6,5,4,4,6,5,5,5
case_421;5,6,4,4,5,6,4,4,4,4,4,4,4,4,4,5,5,4,6,6
