trace_id;activity_ids
Case 2882;4,5,6,7
Case 485;4,4,5,6,7
Case 3650;4,5,9,6,7
Case 2204;4,5,6,7
Case 1659;4,4,5,6,7
Case 2010;4,5,6,5,9,5,9,5,9,6,7
Case 4218;4,5,6,7
Case 4049;4,5,9,5,6,7
Case 4091;4,5,6,7
Case 3210;4,5,6,7
Case 916;4,5,6,7,7
Case 2316;4,4,5,6,7
Case 3423;4,5,9,9,5,6,7
Case 14;4,5,6,7
Case 1837;4,5,6,7
Case 1895;4,5,6,7
Case 1578;4,5,6,7
Case 957;4,5,6,7
Case 960;4,5,6,7
Case 1530;4,4,5,6,7
Case 3605;4,4,4,4,6,5,6,7
Case 3609;4,5,6,7
Case 1372;4,5,6,7
Case 2056;4,5,6,7
Case 1556;4,5,6,7
Case 3494;4,5,6,7
Case 1098;4,4,5,6,7
Case 4213;4,4,5,6,6,7
Case 451;4,4,5,6,7
Case 1729;4,5,6,5,6,7
Case 3711;4,5,6,7
Case 490;4,5,6,7
Case 1862;4,5,6,7
Case 1341;4,5,6,7
Case 4565;10,4,4,5,6,7
Case 4443;4,5,6,7
Case 3816;4,5,9,6,7
Case 369;4,5,5,6,7
Case 3602;4,5,6,7
Case 3710;4,4,5,6,7
Case 1024;4,4,5,6,7
Case 2755;4,5,6,7
Case 1047;4,4,5,9,6,7
Case 4438;4,5,6,5,6,7
Case 4464;4,4,5,6,7
Case 239;4,5,6,7
Case 1833;4,5,6,7
Case 1775;4,4,5,6,7
Case 3627;4,5,6,7
Case 697;4,5,6,7
Case 1430;4,5,6,7
Case 3076;4,4,5,11,16,6,7
Case 2091;4,5,9,6,7
Case 2735;4,5,9,6,7
Case 2811;4,5,6,7
Case 4474;4,5,6,7
Case 3191;4,4,5,9,9,6,7
Case 2450;4,5,6,7
Case 905;4,4,5,6,7
Case 1685;4,5,9,9,6,7
Case 2407;4,5,9,6,5,9,6,7
Case 1748;4,5,6,7
Case 941;4,5,9,6,7
Case 1756;4,5,6,7
Case 1606;4,5,9,6,5,9,6,7
Case 1234;4,5,9,6,7
Case 4002;4,5,6,7
Case 3099;4,5,9,6,7
Case 2827;4,5,6,7
Case 3790;4,5,6,7
Case 220;4,5,9,6,7
Case 3110;4,5,9,6,7
Case 1945;4,4,5,6,7
Case 2722;4,5,9,9,6,6,7
Case 823;4,5,9,6,7
Case 1529;4,5,6,7
Case 240;4,5,6,7
Case 2345;4,4,4,5,9,6,7
Case 4148;4,5,6,5,6,7
Case 4011;4,5,6,7
Case 3220;4,5,6,7
Case 3921;4,5,6,7
Case 567;4,5,6,7
Case 2809;4,5,6,7
Case 2343;4,5,6,7
Case 847;4,5,6,7
Case 3796;4,5,6,7
Case 1568;4,5,6,7
Case 4089;4,5,9,6,7
Case 2401;4,5,6,7
Case 4123;4,5,6,7
Case 2782;4,5,5,6,7
Case 3476;4,4,5,6,7
Case 4322;4,4,5,6,7
Case 1546;4,5,9,6,5,5,6,6,7
Case 3574;4,5,6,7
Case 3090;4,5,6,7
Case 1380;4,5,9,6,7
Case 3936;4,5,6,7
Case 1379;4,5,6,7
Case 2463;4,5,6,9,6,7
Case 137;4,5,9,6,7
Case 3224;4,4,5,6,6,7
Case 2510;4,5,6,7
Case 3606;10,4,4,5,6,7
Case 1490;5,6,7
Case 3831;4,5,6,7
Case 1369;10,4,4,5,9,6,7
Case 4178;10,4,5,6,7
Case 3549;4,5,9,5,9,6,6,7
Case 761;4,5,6,7
Case 3246;4,5,6,7
Case 3952;4,5,6,7
Case 2040;4,5,9,6,7
Case 2640;4,5,6,7
Case 201;4,5,6,7
Case 3931;4,5,6,7
Case 4517;4,5,6,7
Case 1082;4,5,6,7
Case 712;4,5,9,6,7
Case 2396;4,5,6,7
Case 3851;4,5,6,7
Case 568;4,5,6,7
Case 4137;4,4,5,6,7
Case 1956;4,5,5,6,7
Case 1560;4,5,6,7
Case 655;4,5,6,7
Case 3048;4,5,6,6,7
Case 784;4,5,6,6,7
Case 409;4,5,6,7
Case 1939;4,4,5,6,7
Case 1378;4,5,6,7
Case 171;4,4,5,6,7
Case 3587;4,5,6,7
Case 1607;4,5,6,7
Case 2818;10,4,5,6,7
Case 3795;4,4,5,6,7
Case 2955;10,4,5,6,7
Case 744;4,5,9,6,7
Case 2166;4,5,6,7
Case 1647;4,5,6,7
Case 1700;4,5,6,7
Case 481;4,5,6,7
Case 615;4,5,6,7
Case 4341;4,5,6,7
Case 516;4,5,9,6,7
Case 1060;4,5,6,7
Case 4481;4,5,9,9,6,7
Case 1463;4,4,5,6,7
Case 2430;4,5,6,7
Case 3557;10,5,6,7
Case 1118;4,4,5,6,7
Case 4447;4,5,6,7
Case 874;4,4,4,5,6,7
Case 3568;4,5,9,6,7
Case 1011;10,4,5,6,7
Case 2246;4,5,6,7
Case 1203;4,5,6,7
Case 2099;4,5,6,7
Case 855;4,5,6,7
Case 3053;4,6,5,6,7
Case 4287;4,4,5,6,7
Case 2916;4,5,6,7
Case 4534;4,5,6,7
Case 2334;4,5,6,7
Case 1970;4,5,6,7
Case 2545;4,5,6,7
Case 3412;4,5,6,7
Case 2963;4,5,6,7
Case 719;4,5,6,7
Case 4058;4,5,9,6,7
Case 2031;4,5,6,7
Case 2127;4,5,6,7
Case 4005;4,5,9,6,7
Case 1408;4,5,6,6,7
Case 3202;4,5,6,7
Case 2769;4,5,6,7
Case 3257;4,5,9,6,7
Case 3420;4,5,6,7
Case 1157;4,5,6,7
Case 3612;4,5,6,7
Case 2653;4,5,6,7
Case 391;4,5,6,7
Case 4308;4,5,6,7
Case 1294;4,5,6,7
Case 637;4,5,6,7
Case 61;4,5,6,7
Case 4509;4,5,6,7
Case 2708;4,5,6,7
Case 4568;4,5,6,6,7,7
Case 3903;4,5,9,5,6,7
Case 1337;4,5,6,7
Case 3895;4,5,9,6,7
Case 3431;4,4,5,6,7
Case 2324;4,5,6,7
Case 3929;4,5,6,7
Case 3984;4,5,6,7
Case 2064;4,5,6,7
Case 488;4,5,6,7
Case 1661;4,5,6,7
Case 2179;4,5,6,7
Case 2608;4,5,6,7
Case 3668;4,5,6,7
Case 2055;10,4,5,6,7
Case 3791;4,5,6,7
Case 3576;4,5,6,7
Case 1004;4,5,6,7
Case 159;4,5,6,7
Case 3047;4,5,6,7
Case 4228;4,5,5,9,6,7
Case 413;10,4,5,6,6,7
Case 2762;4,5,6,7
Case 4368;4,5,6,7
Case 3987;4,4,5,6,7
Case 2526;4,5,9,9,6,7
Case 668;4,5,6,7
Case 2009;4,5,6,7
Case 2017;4,5,6,7
Case 400;4,5,6,7
Case 4494;4,5,6,7
Case 1712;4,5,6,7
Case 2724;4,5,9,6,7
Case 4436;4,5,6,5,6,7
Case 816;4,5,9,6,7
Case 3042;4,5,6,7
Case 95;4,5,6,7
Case 486;4,5,6,7
Case 4323;4,5,9,6,7
Case 542;4,5,6,7
Case 1921;4,5,6,7
Case 945;4,4,5,6,7
Case 2427;4,5,6,7
Case 1639;4,5,6,7
Case 1222;4,5,6,7
Case 4294;4,4,5,6,7
Case 887;4,5,9,9,6,7
Case 2198;4,5,6,7
Case 4471;4,5,6,7
Case 739;4,5,6,7
Case 3435;4,4,5,6,7
Case 3651;4,5,6,7
Case 2260;4,5,6,7
Case 737;4,5,6,7
Case 2601;4,5,6,7
Case 902;4,5,6,7
Case 1644;4,5,6,7
Case 2420;4,5,6,7
Case 3057;4,5,6,7
Case 4476;4,5,6,7
Case 1913;4,5,6,7
Case 3301;4,5,6,7
Case 432;4,5,6,7
Case 3512;4,5,6,7
Case 2251;4,5,6,7
Case 896;4,5,6,7
Case 3767;4,5,6,6,7
Case 2768;4,5,6,7
Case 955;4,5,6,7
Case 1481;4,5,6,7
Case 2773;4,5,6,7
