trace_id;activity_ids
1-742383121;4,4
1-742383139;4,4,4,6
1-742397639;4
1-742498161;4,4
1-742523071;4,4,4
1-742516187;4,4
1-742730173;4,5,4
1-742748687;4,4
1-742746815;4
1-742838561;4
1-742765946;4
1-742748728;4,4
1-742894028;4,4,4
1-742980945;4
1-742833777;6
1-743091195;4,4,4,5
1-743110322;4
1-743052684;4,4
1-743163074;4,4
1-743310191;4,4
1-743289531;4,4
1-743358071;4
1-743367526;4
1-743404481;4,4
1-743395731;4,4
1-743483832;4
1-743549026;4
1-743628673;4
1-743659911;4,6
1-743606342;5,4,5,4,5,4,5,4
1-743809811;4,5
1-743877727;4,5,4
1-744020867;4,6
1-744055890;4,4
1-744092992;4
1-744073361;4,4
1-744092373;4,4
1-744096281;4,6
1-744103178;4
1-744088765;4,4
1-744088047;4,5,4
1-744207783;4
1-744165506;4,4
1-744321601;5
1-744436815;4,6
1-744617566;4
1-744771526;4,6
1-744849671;4,4
1-744950276;4
1-745019964;4
1-745061554;4,4
1-745082895;4
1-744812279;4,6
1-745380511;4,4
1-745402650;4,4
1-745418021;4
1-745546187;4,4,4
1-745542401;4
1-745590142;4,6
1-745647199;4,4
1-745625831;4
1-745770713;5,4,6,4,5,4,5,4,4
1-745886321;4
1-745966287;4
1-745991925;4
1-746018291;4,5,4
1-746018381;4,5,4
1-746018891;4,5,5,5,4,5
1-745995763;5,4,4
1-746057054;4
1-746009843;4
1-746011641;4,6
1-746049852;4,4
1-746118131;4,5
1-746129221;4
1-746123906;4,6
1-746148231;4,5
1-746148741;4,5,4
1-746175541;4,5
1-746205481;4,5,4
1-746245931;4,5
1-746052232;4,4
1-746246761;4
1-746318085;4,4
1-746341261;5
1-746331441;5
1-746306469;4
1-746534906;4,4,4
1-746538521;5,4,5
1-746464884;4,5,4,4,4
1-746599948;4,4
1-746582460;4,4
1-746662619;4,6
1-746854891;4
1-746973401;4
1-747011587;4,4
1-747003445;4,4
1-747042322;4
1-747011867;4,4
1-747064611;4,5,4,5,4
1-747090194;4,4,4
1-747147181;4,5,4,4
1-747173974;4
1-747371909;4,5,4,5,4,5,4,4,5
1-747372912;4,4,5
1-747473781;5,4,5,4,5,4,5,4,4
1-747590161;4
1-747681195;4,5,5,5
1-747770943;4
1-747689792;4,4,4
1-748028911;4,4
1-748341571;4,4
1-748373500;4,4
1-748438405;4,6
1-748414511;4
1-748432219;4
1-748341709;4,4
1-748531941;4,4
1-748720121;4,5
1-748764090;4
1-748801231;4
