trace_id;activity_ids
1-750209134;4
1-750209298;4
1-750239221;4
1-750255303;4
1-750293610;4
1-750411941;5,4,4,5,4,4
1-750437951;4,5
1-750473129;4
1-750499270;4,5,4,4,4,4,5,4
1-750717620;4,4,5,4
1-750838075;4
1-750823791;4
1-751087171;4,4,4,4
1-751140095;4,4
1-751197742;4
1-751277838;4
1-751447190;4
1-751457471;4,4
1-751492205;4
1-751461582;4,4,4
1-751548681;4,4,4,4
1-751568641;4
1-751683081;4,4
1-751689562;4
1-751729551;4,4
1-751772104;4,4
1-751904239;4
1-752141231;4,5,4,5,5,4,5,4,5
1-752141295;4,5
1-752158401;4
1-752184442;4
1-752253951;4
1-752262129;4,4
1-752294640;5,4,4,5
1-752294659;4,5,4,4,4
1-752294699;4,5,4
1-752195185;4
1-752521529;4
1-752542242;4
1-752580191;4
1-752541471;4,4
1-752629415;5,4
1-752643661;4,4
1-752702791;4,4
1-752828161;4,5,4,4
1-752809009;4
1-752799402;4,4
1-753034398;4
1-753055854;4,5,4,5,4
1-753118981;4
1-753119403;4
1-753170915;4,4
1-753140751;4,4
1-753174310;4,4
1-753245663;4,5,4,4,5,4
1-753244396;4,4
1-753244555;4,4
1-753244649;4,4
1-753287118;4
1-753238365;4,5
1-753202887;4,4
1-753301833;4,5,4
1-753362545;4,4
1-753487360;4,5,4,5,4,4,5
1-753504966;4,5,4,5,4,4,5,4,4,5,4
1-753569621;4,4,4
1-753646102;4
1-753713441;4
1-753768558;4
1-753815551;4,4
1-753815676;4,4
1-753878023;4
1-753944613;4,4
1-754168350;4,5,4,4,5
1-754350709;4,4
1-754450223;4
1-754450603;4
1-754526611;4,5,4
1-754539158;4,4
1-754584941;4,4,4
1-754582299;4,4
1-754744405;4
1-755039071;4
1-754949761;5,4,4,4,4,4
1-755123451;4
1-755151337;4,4
1-755193882;4,4
1-755218095;4,4
1-755198841;4
1-755248531;4
1-755443602;4,4,4
1-755478621;4
1-755467807;4,5,4
1-755773369;4
1-755797667;4
1-755985697;4,4
1-756111935;4
1-756110987;4,5,4,5,5
1-756265856;4,4
1-756296231;4,4,4,4
1-756300970;5,4
1-756296861;4
1-756301789;5,5,4
1-756484463;4,4,4
1-756603706;4
1-756712218;4,5
1-756651699;4,4,4,4
1-756926423;4,4
1-756787020;4
1-756998975;4,4
1-756979533;4
1-757113161;4,5,4
1-757096237;4,4,4,4
1-757154661;5,4,4,4
1-757480343;4,4,5
1-757480762;4,4,4
1-757533524;4,5,4
1-757564651;4,5,5
1-757510345;5
1-757615671;4
1-757671923;4,5
1-757671208;4,4,5,4
1-757589842;4
1-757671975;4,5
1-757715045;4,5
1-757715125;4,5
1-757715285;4,5
1-757715705;4,5
1-757709801;4
1-757793972;4
1-757779170;4
1-757827277;4,4,5
1-757936055;4
1-758090698;4
1-758109531;4
1-758231571;4,5,4
1-758210759;4
1-758257831;4,4
1-758346501;4,4
1-758235785;4
1-758417452;4,4
1-758488261;4,5,4,5,4,5,4
1-758494760;4,5,4,4
1-758528371;5
1-758719001;4,4
1-758685504;4,4
1-758672701;4
1-758730027;4,4
1-758763414;4,4
1-758764831;4
1-758781027;4,4
1-758784721;4,4
1-758784862;4,4
1-758849852;4
1-758914871;4,4
1-758989918;4,5,4
1-758976470;4
1-758983319;4
1-759020352;4
1-759169644;4
1-759255125;4,4
1-759255152;4,4
1-759318221;4,4
