trace_id;activity_ids
case_800;4,4,4,6,4,6,4,5,4,4,4,4,4,4,5,5,4,5,6,6
case_801;5,6,4,4,6,5,4,6,5,5,4,6,6,4,4,5,5,6,5,6
case_802;6,4,5,6,5,4,5,6,6,5,4,5,5,6,4,4,5,5,4,4
case_803;5,5,4,6,6,5,6,4,6,6,4,5,6,5,4,4,6,4,6,4
case_804;4,4,4,5,6,4,6,6,5,6,4,6,6,5,5,6,6,4,5,5
case_805;5,5,5,4,6,5,6,6,4,4,6,6,5,5,5,6,6,4,6,6
case_806;6,4,5,4,6,5,4,6,5,6,4,5,5,5,4,5,4,5,6,6
case_807;5,6,5,5,5,4,5,4,6,5,5,5,4,5,4,5,5,5,6,6
case_808;6,6,5,6,4,6,4,6,4,4,4,6,6,4,5,6,5,4,5,5
case_809;5,5,6,5,4,5,4,6,4,5,5,5,5,5,5,4,4,6,6,5
case_810;5,6,5,6,4,5,5,4,4,4,6,6,4,5,4,5,5,4,4,6
case_811;5,6,4,5,4,5,6,4,6,6,4,5,5,4,4,6,5,4,5,4
case_812;4,6,5,4,4,5,4,6,5,6,6,5,4,4,6,6,6,4,5,5
case_813;5,6,4,5,4,4,4,6,6,4,4,4,6,6,6,4,5,6,5,6
case_814;5,4,5,6,6,6,6,5,4,5,5,6,5,4,6,6,6,5,4,4
case_815;4,5,4,5,5,5,6,5,5,4,4,4,5,6,6,5,6,4,4,6
case_816;4,5,4,6,4,6,5,5,6,5,4,4,4,4,4,5,5,5,6,6
case_817;6,6,4,5,6,5,4,5,6,4,6,5,5,4,6,6,4,4,5,6
case_818;6,6,4,4,5,5,4,4,4,4,4,6,4,4,4,4,5,6,5,6
case_819;4,4,6,5,4,4,4,5,6,4,4,4,5,5,4,4,5,4,6,6
case_820;5,5,5,5,4,5,6,4,5,4,4,6,4,6,4,5,5,5,6,6
case_821;4,5,5,5,6,5,6,5,4,5,6,4,5,6,6,5,6,6,4,4
case_822;5,6,6,4,6,5,4,4,4,5,4,5,5,6,4,6,5,4,6,4
case_823;4,5,4,6,6,6,4,6,6,5,4,5,4,4,5,4,4,4,5,5
case_824;5,5,5,4,5,6,6,5,5,6,4,5,5,5,4,4,4,4,4,4
case_825;6,6,6,6,4,5,6,5,5,6,6,6,5,6,4,6,6,4,4,4
case_826;4,5,4,5,5,4,6,4,6,4,4,5,4,5,6,5,6,6,5,5
case_827;4,6,4,5,4,4,5,5,6,6,5,6,4,5,6,5,4,4,6,5
case_828;5,5,5,6,4,6,5,5,4,6,5,4,5,5,4,4,5,5,6,6
case_829;5,5,5,4,6,6,5,4,4,5,6,5,6,6,6,5,6,6,6,6
case_830;4,6,4,6,5,4,6,5,6,5,4,4,4,4,4,4,6,6,5,5
case_831;6,6,4,6,4,6,6,5,6,6,6,5,5,6,5,4,5,6,4,4
case_832;5,4,4,5,4,4,6,6,6,6,4,6,5,4,4,5,5,6,6,5
case_833;5,5,6,6,6,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5
case_834;4,4,4,5,4,5,6,4,4,5,6,5,5,5,5,4,5,5,6,6
case_835;6,4,6,6,5,4,5,4,6,4,4,6,5,5,5,5,5,5,6,6
case_836;6,6,6,6,6,5,4,6,4,5,4,4,5,5,6,6,4,6,5,6
case_837;5,6,5,4,4,5,5,6,6,6,4,6,5,4,4,6,6,4,5,5
case_838;5,4,5,6,4,5,5,6,5,6,6,4,5,4,4,6,6,4,4,6
case_839;6,5,5,4,5,6,4,5,6,6,5,5,6,6,5,6,4,4,4,4
case_840;6,4,5,6,6,4,6,5,4,5,5,6,5,4,4,5,6,4,6,5
case_841;5,5,4,6,6,5,6,6,5,5,6,5,4,5,6,4,4,6,6,4
case_842;6,5,5,4,4,5,6,4,4,4,5,6,6,4,5,4,4,4,6,5
case_843;4,6,5,6,4,5,4,4,6,6,5,6,5,4,5,4,6,5,5,6
case_844;5,5,5,4,6,6,4,5,5,6,6,6,5,6,6,6,4,6,6,5
case_845;4,4,6,6,5,6,4,5,5,6,4,4,5,4,6,4,5,4,4,4
case_846;4,5,4,6,4,6,5,4,6,4,6,4,6,5,4,5,5,6,6,4
case_847;6,4,6,5,5,4,6,6,5,6,6,5,6,5,4,5,4,6,4,6
case_848;5,6,4,4,5,4,6,5,6,5,5,5,4,4,4,5,4,4,6,6
case_849;5,6,4,5,4,6,6,5,6,6,4,6,4,6,5,5,5,5,5,5
case_850;5,6,6,6,6,6,6,5,6,4,6,6,4,5,4,6,6,5,4,5
case_851;5,6,5,6,6,5,6,4,4,5,6,4,5,6,4,6,6,6,5,5
case_852;4,6,4,6,6,6,5,5,5,6,5,5,6,4,6,6,5,6,6,6
case_853;5,4,6,5,4,6,5,6,4,5,5,5,5,4,5,5,6,6,6,4
case_854;4,6,5,5,5,4,6,5,4,4,5,4,6,5,5,6,5,5,6,6
case_855;6,4,6,5,6,5,4,4,5,4,4,5,5,5,4,6,4,6,6,4
